tail_number,date,aircraft,origin_code,origin,destination_code,destination,departure,arrival,duration,distance_mi,Owner,origin_Latitude,origin_Longitude,destination_Latitude,destination_Longitude,airport_origin,city_origin,origin_state,country_origin,airport_destination,city_destination,destination_state,country_destination,departure_shift,arrival_shift,day_name,weekends
N271HC,2020-12-22,A109,KSLC,Salt Lake City Intl (KSLC),1UT9,"Salt Lake City, UT",12:07PM MST,12:11PM MST,3.0,10.160701248669444,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.65896,-111.88572,Salt Lake City International Airport,Salt Lake City,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Tuesday,0
N271HC,2020-12-22,A109,KSLC,"Salt Lake City, UT",KSLC,Salt Lake City Intl (KSLC),08:41AM MST,10:21AM MST,99.0,9.854648762890124,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.66731,-111.87846,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,Salt Lake City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,Tuesday,0
N271HC,2020-12-21,A109,KHIF,"Ogden, UT",1UT9,"Salt Lake City, UT",12:26PM MST,12:42PM MST,16.0,36.2812501628616,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.1836,-111.95521,40.66017,-111.88976,Hill Air Force Base,Ogden,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Monday,0
N271HC,2020-12-21,A109,KSLC,"Salt Lake City, UT",KHIF,"Ogden, UT",09:46AM MST,09:55AM MST,9.0,24.43135059069047,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.67362,-111.87478,41.02485,-111.81597,Salt Lake City International Airport,Salt Lake City,UT,US,Hill Air Force Base,Ogden,UT,US,day,day,Monday,0
N271HC,2020-12-20,A109,KSLC,Salt Lake City Intl (KSLC),1UT9,"Salt Lake City, UT",03:13PM MST,03:17PM MST,4.0,10.124041026563054,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.65899,-111.88712,Salt Lake City International Airport,Salt Lake City,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Sunday,1
N271HC,2020-12-20,A109,KSLC,"Salt Lake City, UT",KSLC,Salt Lake City Intl (KSLC),08:19AM MST,08:27AM MST,8.0,9.68186881720916,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.67065,-111.87769,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,Salt Lake City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,Sunday,1
N271HC,2020-12-19,A109,KHIF,"Ogden, UT",1UT9,"Salt Lake City, UT",09:15PM MST,10:16PM MST,61.0,31.75901974527404,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.03932,-111.96023,40.58639,-111.8526,Hill Air Force Base,Ogden,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,night,night,Saturday,1
N271HC,2020-12-19,A109,KSLC,"Salt Lake City, UT",KHIF,"Ogden, UT",06:41PM MST,06:52PM MST,10.0,26.833886997642413,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.67257,-111.90016,41.05741,-111.97375,Salt Lake City International Airport,Salt Lake City,UT,US,Hill Air Force Base,Ogden,UT,US,day,day,Saturday,1
N271HC,2020-12-18,A109,KSLC,Salt Lake City Intl (KSLC),1UT9,"Salt Lake City, UT",05:55AM MST,06:01AM MST,6.0,9.987250777563114,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.66017,-111.88976,Salt Lake City International Airport,Salt Lake City,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,night,night,Friday,0
N271HC,2020-12-17,A109,KSLC,"Salt Lake City, UT",KSLC,Salt Lake City Intl (KSLC),07:51AM MST,07:57AM MST,6.0,9.025279643283401,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.67534000000001,-111.89154,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,Salt Lake City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,Thursday,0
N271HC,2020-12-16,A109,KSLC,Salt Lake City Intl (KSLC),1UT9,"Salt Lake City, UT",06:24PM MST,06:38PM MST,14.0,10.0686302072236,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.65857000000001,-111.89045,Salt Lake City International Airport,Salt Lake City,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Wednesday,0
N271HC,2020-12-16,A109,KSLC,"Salt Lake City, UT",KSLC,Salt Lake City Intl (KSLC),04:20PM MST,04:26PM MST,6.0,8.333313489810317,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.68575,-111.89435,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,Salt Lake City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,Wednesday,0
N271HC,2020-12-15,A109,KU77,"Spanish Fork, UT",1UT9,"Salt Lake City, UT",08:30PM MST,09:21PM MST,51.0,44.280233392710436,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.07128,-111.55646000000002,40.66021,-111.88982,Spanish Fork-Springville-Woodhouse Field Airport,Spanish Fork,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,night,night,Tuesday,0
N271HC,2020-12-15,A109,KSLC,"Salt Lake City, UT",KU77,"Spanish Fork, UT",06:54PM MST,07:19PM MST,25.0,57.49600151903901,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.65083,-111.88702,39.92841,-111.34462,Salt Lake City International Airport,Salt Lake City,UT,US,Spanish Fork-Springville-Woodhouse Field Airport,Spanish Fork,UT,US,day,night,Tuesday,0
N271HC,2020-12-14,A109,KSLC,Salt Lake City Intl (KSLC),1UT9,"Salt Lake City, UT",04:40PM MST,04:46PM MST,5.0,9.983949999995193,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.66022,-111.88977,Salt Lake City International Airport,Salt Lake City,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Monday,0
N271HC,2020-12-13,A109,KSLC,"Salt Lake City, UT",KSLC,Salt Lake City Intl (KSLC),10:23PM MST,10:28PM MST,5.0,9.065005512717548,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.67627,-111.88801,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,Salt Lake City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,Sunday,1
N251HC,2021-03-08,A109,KSGU,"St George, UT",KAZC,"Colorado City, AZ",01:25PM MST,01:33PM MST,7.0,34.20012892744055,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.1017,-113.49871,37.08434000000001,-112.87999,St George Municipal Airport,St George,UT,US,Colorado City Municipal Airport,Colorado City,AZ,US,day,day,Monday,0
N251HC,2021-03-08,A109,KPVU,"Provo, UT",KU77,"Spanish Fork, UT",05:07AM MST,05:22AM MST,14.0,35.29766945844068,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.24451,-111.66379,39.78006,-111.9428,Provo Municipal Airport,Provo,UT,US,Spanish Fork-Springville-Woodhouse Field Airport,Spanish Fork,UT,US,night,night,Monday,0
N251HC,2021-03-08,A109,KFOM,"Fillmore, UT",KPVU,"Provo, UT",03:39AM MST,04:04AM MST,25.0,74.01655057087798,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",39.20359000000001,-111.99262,40.24629,-111.66553,Fillmore Municipal Airport,Fillmore,UT,US,Provo Municipal Airport,Provo,UT,US,night,night,Monday,0
N251HC,2021-03-08,A109,KSGU,"St George, UT",KCDC,"Cedar City, UT",01:13AM MST,01:19AM MST,6.0,17.837995195538095,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.16869000000001,-113.50751,37.3823,-113.32497,St George Municipal Airport,St George,UT,US,Cedar City Regional Airport,Cedar City,UT,US,night,night,Monday,0
N251HC,2021-03-07,A109,KSGU,"St George, UT",KCDC,"Cedar City, UT",07:05PM MST,07:13PM MST,7.0,19.49700727008664,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.15892,-113.51489,37.40051,-113.33111,St George Municipal Airport,St George,UT,US,Cedar City Regional Airport,Cedar City,UT,US,night,night,Sunday,1
N251HC,2021-03-03,A109,KSGU,"St George, UT",KCDC,"Cedar City, UT",08:01PM MST,08:08PM MST,6.0,19.598002408436034,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.15926,-113.51732,37.40107,-113.33048,St George Municipal Airport,St George,UT,US,Cedar City Regional Airport,Cedar City,UT,US,night,night,Wednesday,0
N251HC,2021-03-02,A109,KSGU,"St George, UT",KCDC,"Cedar City, UT",05:21PM MST,05:28PM MST,7.0,19.999205858236454,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.15125,-113.52394,37.39936,-113.33605,St George Municipal Airport,St George,UT,US,Cedar City Regional Airport,Cedar City,UT,US,day,day,Tuesday,0
N251HC,2021-02-28,A109,KSGU,"St George, UT",KAZC,"Colorado City, AZ",05:38PM MST,05:57PM MST,18.0,24.65294141288401,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.96183,-113.54385,37.18273,-113.19306,St George Municipal Airport,St George,UT,US,Colorado City Municipal Airport,Colorado City,AZ,US,day,day,Sunday,1
N251HC,2021-02-27,A109,KAZC,"Colorado City, AZ",KSGU,"St George, UT",09:53PM MST,10:00PM MST,7.0,17.92974208324464,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.08191,-113.22159,37.0782,-113.54607,Colorado City Municipal Airport,Colorado City,AZ,US,St George Municipal Airport,St George,UT,US,night,night,Saturday,1
N251HC,2021-02-24,A109,KSGU,"St George, UT",KAZC,"Colorado City, AZ",05:07PM MST,06:56PM MST,109.0,23.738303196902343,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.16582,-113.50877,37.05152,-113.10335,St George Municipal Airport,St George,UT,US,Colorado City Municipal Airport,Colorado City,AZ,US,day,day,Wednesday,0
N251HC,2021-02-22,A109,KSGU,"St George, UT",KCDC,"Cedar City, UT",04:03PM MST,04:10PM MST,7.0,19.02707932789963,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.1717,-113.50271,37.40193,-113.31241,St George Municipal Airport,St George,UT,US,Cedar City Regional Airport,Cedar City,UT,US,day,day,Monday,0
N251HC,2021-02-22,A109,UT47,Grassy Meadows/Sky Ranch Landowners Assn (UT47),KSGU,"St George, UT",01:15PM MST,02:56PM MST,100.0,12.848110737901635,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.101898193400004,-113.31400299100001,37.08436,-113.54555,Grassy Meadows/Sky Ranch Landowners Assn Airport,Hurricane,UT,US,St George Municipal Airport,St George,UT,US,day,day,Monday,0
N251HC,2021-02-20,A109,KSGU,"St George, UT",UT47,Grassy Meadows/Sky Ranch Landowners Assn (UT47),01:50PM MST,01:54PM MST,3.0,9.442003422875246,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.10379,-113.48493,37.101898193400004,-113.31400299100001,St George Municipal Airport,St George,UT,US,Grassy Meadows/Sky Ranch Landowners Assn Airport,Hurricane,UT,US,day,day,Saturday,1
N251HC,2021-02-16,A109,KU08,Perkins Fld (U08),KSGU,St George Rgnl (KSGU),07:21PM PST,10:16PM MST (?),115.0,60.975983030782956,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.56800079345703,-114.44300079345705,37.036389,-113.510306,Perkins Field,Overton,NV,US,St George Municipal Airport,St George,UT,US,night,night,Tuesday,0
N251HC,2021-02-11,A109,KAZC,"Colorado City, AZ",KSGU,"St George, UT",09:58AM MST,10:05AM MST,7.0,19.043136316559266,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.08159000000001,-113.13212,37.09306,-113.47652,Colorado City Municipal Airport,Colorado City,AZ,US,St George Municipal Airport,St George,UT,US,day,day,Thursday,0
N251HC,2021-02-11,A109,KSGU,"St George, UT",UT47,Grassy Meadows/Sky Ranch Landowners Assn (UT47),08:49AM MST,08:53AM MST,3.0,9.475257263691454,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.09883,-113.4855,37.101898193400004,-113.31400299100001,St George Municipal Airport,St George,UT,US,Grassy Meadows/Sky Ranch Landowners Assn Airport,Hurricane,UT,US,day,day,Thursday,0
N251HC,2021-02-09,A109,KKNB,"Kanab, UT",KSGU,"St George, UT",08:20AM MST,08:37AM MST,16.0,46.366388427911644,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.06151,-112.68215,37.09592,-113.52023,Kanab Municipal Airport,Kanab,UT,US,St George Municipal Airport,St George,UT,US,day,day,Tuesday,0
N251HC,2021-02-06,A109,KSGU,"St George, UT",KCDC,"Cedar City, UT",07:12PM MST,07:22PM MST,10.0,24.069723022445828,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.16216,-113.51699,37.45915,-113.28744,St George Municipal Airport,St George,UT,US,Cedar City Regional Airport,Cedar City,UT,US,night,night,Saturday,1
N251HC,2021-02-04,A109,UT47,Grassy Meadows/Sky Ranch Landowners Assn (UT47),KAZC,"Colorado City, AZ",12:29PM MST,12:32PM MST,2.0,6.549316540121128,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.101898193400004,-113.31400299100001,37.06318,-113.20576,Grassy Meadows/Sky Ranch Landowners Assn Airport,Hurricane,UT,US,Colorado City Municipal Airport,Colorado City,AZ,US,day,day,Thursday,0
N251HC,2021-02-03,A109,0NV1,"Las Vegas, NV",KSGU,"St George, UT",10:58AM PST,01:31PM MST,92.0,86.41657364923731,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.33951,-114.80164,37.08751,-113.55267,Summerlin Medical Center Heliport,Las Vegas,NV,US,St George Municipal Airport,St George,UT,US,day,day,Wednesday,0
N251HC,2021-01-31,A109,KSGU,"St George, UT",KAZC,"Colorado City, AZ",10:08AM MST,10:12AM MST,3.0,10.665581099527351,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.08127,-113.44031,37.07473,-113.24745,St George Municipal Airport,St George,UT,US,Colorado City Municipal Airport,Colorado City,AZ,US,day,day,Sunday,1
N251HC,2021-01-30,A109,KSGU,St George Rgnl (KSGU),KSGU,"St George, UT",11:27AM MST,11:29AM MST,2.0,4.544443507690177,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,36.98794,-113.4546,St George Municipal Airport,St George,UT,US,St George Municipal Airport,St George,UT,US,day,day,Saturday,1
N251HC,2021-01-24,A109,KPGA,Page Muni (KPGA),KSGU,St George Rgnl (KSGU),11:02PM MST,02:39AM MST (+1),217.0,114.34371869633068,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.92610168,-111.447998,37.036389,-113.510306,Page Municipal Airport,Page,AZ,US,St George Municipal Airport,St George,UT,US,night,night,Sunday,1
N251HC,2021-01-24,A109,KSGU,"St George, UT",KAZC,"Colorado City, AZ",03:13PM MST,03:20PM MST,6.0,18.671914214336287,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.08274,-113.47175,37.06685,-113.13441,St George Municipal Airport,St George,UT,US,Colorado City Municipal Airport,Colorado City,AZ,US,day,day,Sunday,1
N251HC,2021-01-17,A109,KSGU,"St George, UT",KCDC,"Cedar City, UT",01:39PM MST,01:49PM MST,9.0,23.33028024180927,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.17968,-113.50504,37.4685,-113.28445,St George Municipal Airport,St George,UT,US,Cedar City Regional Airport,Cedar City,UT,US,day,day,Sunday,1
N251HC,2021-01-14,A109,KSGU,"St George, UT",KAZC,"Colorado City, AZ",12:09PM MST,12:10PM MST,1.0,3.446180841266129,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.24925,-113.26815,37.27536,-113.21484,St George Municipal Airport,St George,UT,US,Colorado City Municipal Airport,Colorado City,AZ,US,day,day,Thursday,0
N251HC,2021-01-09,A109,UT47,Grassy Meadows/Sky Ranch Landowners Assn (UT47),KSGU,"St George, UT",11:58PM MST,12:02AM MST (+1),3.0,11.977522449258876,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.101898193400004,-113.31400299100001,37.08639,-113.52996,Grassy Meadows/Sky Ranch Landowners Assn Airport,Hurricane,UT,US,St George Municipal Airport,St George,UT,US,night,night,Saturday,1
N251HC,2021-01-09,A109,KSGU,St George Rgnl (KSGU),KAZC,"Colorado City, AZ",10:03PM MST,10:11PM MST,7.0,16.05472857031371,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,37.02492,-113.22027,St George Municipal Airport,St George,UT,US,Colorado City Municipal Airport,Colorado City,AZ,US,night,night,Saturday,1
N251HC,2021-01-06,A109,KSGU,"St George, UT",KCDC,"Cedar City, UT",03:56PM MST,04:04PM MST,8.0,22.164327766011887,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.16154,-113.4916,37.36023,-113.17553,St George Municipal Airport,St George,UT,US,Cedar City Regional Airport,Cedar City,UT,US,day,day,Wednesday,0
N251HC,2020-12-25,A109,KSGU,"St George, UT",KAZC,"Colorado City, AZ",09:06PM MST,09:11PM MST,4.0,12.765238771586542,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.08049000000001,-113.47642,37.05652,-113.24736,St George Municipal Airport,St George,UT,US,Colorado City Municipal Airport,Colorado City,AZ,US,night,night,Friday,0
N251HC,2020-12-25,A109,0NV1,"Las Vegas, NV",KSGU,"St George, UT",03:21PM PST,05:55PM MST,94.0,39.91713955441964,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.76021,-114.87906,36.73794,-114.16024,Summerlin Medical Center Heliport,Las Vegas,NV,US,St George Municipal Airport,St George,UT,US,day,day,Friday,0
N251HC,2020-12-24,A109,KCDC,"Cedar City, UT",KSGU,St George Rgnl (KSGU),03:39PM MST,03:49PM MST,9.0,27.421174604239454,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.38211,-113.2647,37.036389,-113.510306,Cedar City Regional Airport,Cedar City,UT,US,St George Municipal Airport,St George,UT,US,day,day,Thursday,0
N251HC,2020-12-24,A109,KSGU,"St George, UT",KCDC,"Cedar City, UT",12:18PM MST,12:26PM MST,8.0,19.564894963787133,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.14256,-113.51319,37.34879,-113.26948,St George Municipal Airport,St George,UT,US,Cedar City Regional Airport,Cedar City,UT,US,day,day,Thursday,0
N251HC,2020-12-12,A109,KSGU,"St George, UT",KCDC,"Cedar City, UT",10:24PM MST,10:33PM MST,8.0,20.486990803643398,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.16927,-113.48821,37.4164,-113.28185,St George Municipal Airport,St George,UT,US,Cedar City Regional Airport,Cedar City,UT,US,night,night,Saturday,1
N251HC,2020-12-09,A109,KSGU,St George Rgnl (KSGU),KSGU,"St George, UT",03:24PM MST,03:28PM MST,4.0,9.28882211293272,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,36.94244000000001,-113.38997,St George Municipal Airport,St George,UT,US,St George Municipal Airport,St George,UT,US,day,day,Wednesday,0
N251HC,2020-12-05,A109,KSGU,"St George, UT",0NV1,"Las Vegas, NV",08:53PM MST,10:53PM PST,179.0,59.98153012730793,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.15922,-113.49544,36.6181,-114.3433,St George Municipal Airport,St George,UT,US,Summerlin Medical Center Heliport,Las Vegas,NV,US,night,night,Saturday,1
N251HC,2020-12-04,A109,KSGU,St George Rgnl (KSGU),KAZC,Colorado City Muni (KAZC),09:05PM MST,09:30PM MST,25.0,27.953111909316554,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,36.95989990234375,-113.01399993896484,St George Municipal Airport,St George,UT,US,Colorado City Municipal Airport,Colorado City,AZ,US,night,night,Friday,0
N251HC,2020-12-04,A109,KSGU,St George Rgnl (KSGU),KAZC,Colorado City Muni (KAZC),06:51PM MST,07:55PM MST (?),63.0,27.953111909316554,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,36.95989990234375,-113.01399993896484,St George Municipal Airport,St George,UT,US,Colorado City Municipal Airport,Colorado City,AZ,US,day,night,Friday,0
N291HC,2021-03-10,A109,KOGD,Ogden-Hinckley (KOGD),KHIF,"Ogden, UT",06:56PM MST,08:57PM MST,120.0,3.1097872413776275,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.195899963379,-112.0120010376,41.18298,-111.95485,Ogden Hinckley Airport,Ogden,UT,US,Hill Air Force Base,Ogden,UT,US,day,night,Wednesday,0
N291HC,2021-03-10,A109,KHIF,"Ogden, UT",KOGD,Ogden-Hinckley (KOGD),05:29PM MST,06:40PM MST,70.0,3.1066030531322526,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.18304000000001,-111.95489,41.195899963379,-112.0120010376,Hill Air Force Base,Ogden,UT,US,Ogden Hinckley Airport,Ogden,UT,US,day,day,Wednesday,0
N291HC,2021-03-08,A109,UT06,Logan Rgnl Hospital (UT06),UT16,Mc Kay-Dee Hospital Center (UT16),08:18PM MST,09:12PM MST,53.0,193.41538197769503,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",38.966599,-109.720001,41.1828994751,-111.955001831,Rogers Roost Airport,Logan,UT,US,Mc Kay-Dee Hospital Center Heliport,Ogden,UT,US,night,night,Monday,0
N291HC,2021-03-08,A109,UT16,Mc Kay-Dee Hospital Center (UT16),UT06,Logan Rgnl Hospital (UT06),07:16PM MST,07:48PM MST,31.0,193.41538197769503,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.1828994751,-111.955001831,38.966599,-109.720001,Mc Kay-Dee Hospital Center Heliport,Ogden,UT,US,Rogers Roost Airport,Logan,UT,US,night,night,Monday,0
N291HC,2021-03-08,A109,KLGU,"Logan, UT",KHIF,"Ogden, UT",08:41AM MST,09:02AM MST,21.0,40.175941961648775,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.75637,-111.82071,41.18302,-111.95489,Logan-Cache Airport,Logan,UT,US,Hill Air Force Base,Ogden,UT,US,day,day,Monday,0
N291HC,2021-03-08,A109,KHIF,"Ogden, UT",KLGU,"Logan, UT",08:00AM MST,08:40AM MST,39.0,40.10276916283788,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.183,-111.95491,41.75526,-111.82063,Hill Air Force Base,Ogden,UT,US,Logan-Cache Airport,Logan,UT,US,day,day,Monday,0
N291HC,2021-03-05,A109,KLGU,"Logan, UT",KHIF,"Ogden, UT",09:21AM MST,01:43PM MST,261.0,40.088782518752275,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.75511,-111.82086,41.18302,-111.95487,Logan-Cache Airport,Logan,UT,US,Hill Air Force Base,Ogden,UT,US,day,day,Friday,0
N291HC,2021-03-05,A109,KHIF,"Ogden, UT",KLGU,"Logan, UT",07:35AM MST,07:52AM MST,16.0,39.96685513287637,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.18508,-111.95555,41.75524,-111.82052,Hill Air Force Base,Ogden,UT,US,Logan-Cache Airport,Logan,UT,US,day,day,Friday,0
N291HC,2021-02-28,A109,KSLC,Salt Lake City Intl (KSLC),KHIF,"Ogden, UT",05:24AM MST,05:43AM MST,18.0,27.25784061687127,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,41.18302,-111.95489,Salt Lake City International Airport,Salt Lake City,UT,US,Hill Air Force Base,Ogden,UT,US,night,night,Sunday,1
N291HC,2021-02-28,A109,KHIF,"Ogden, UT",KSLC,Salt Lake City Intl (KSLC),01:13AM MST,01:31AM MST,17.0,27.261148726353053,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.18307,-111.95495,40.78839874267578,-111.97799682617188,Hill Air Force Base,Ogden,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,Sunday,1
N291HC,2021-02-24,A109,KSLC,"Salt Lake City, UT",KHIF,"Ogden, UT",08:16PM MST,08:51PM MST,34.0,35.079223950440635,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.67671,-111.8945,41.183,-111.95491,Salt Lake City International Airport,Salt Lake City,UT,US,Hill Air Force Base,Ogden,UT,US,night,night,Wednesday,0
N291HC,2021-02-22,A109,KBYI,"Burley, ID",1UT9,"Salt Lake City, UT",09:08PM MST,10:18PM MST,70.0,152.4686409657374,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",42.43313,-113.64427,40.66032,-111.88906,Burley Municipal Airport,Burley,ID,US,Tri-Arc Heliport,Salt Lake City,UT,US,night,night,Monday,0
N291HC,2021-02-22,A109,KLGU,"Logan, UT",KBYI,"Burley, ID",12:44PM MST,03:58PM MST,194.0,107.39164326873731,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.75433,-111.82273,42.45104,-113.69105,Logan-Cache Airport,Logan,UT,US,Burley Municipal Airport,Burley,ID,US,day,day,Monday,0
N291HC,2021-02-22,A109,KSLC,Salt Lake City Intl (KSLC),KLGU,"Logan, UT",11:27AM MST,12:09PM MST,41.0,67.22871826116643,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,41.75532000000001,-111.82041,Salt Lake City International Airport,Salt Lake City,UT,US,Logan-Cache Airport,Logan,UT,US,day,day,Monday,0
N291HC,2021-02-22,A109,KHIF,"Ogden, UT",KSLC,Salt Lake City Intl (KSLC),08:28AM MST,08:42AM MST,13.0,27.25779427957366,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.18302,-111.95491,40.78839874267578,-111.97799682617188,Hill Air Force Base,Ogden,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,Monday,0
N291HC,2021-02-22,A109,KLGU,"Logan, UT",KHIF,"Ogden, UT",06:27AM MST,06:47AM MST,20.0,40.05028376248545,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.75457,-111.82106,41.18302,-111.95487,Logan-Cache Airport,Logan,UT,US,Hill Air Force Base,Ogden,UT,US,night,night,Monday,0
N291HC,2021-02-22,A109,KHIF,"Ogden, UT",KLGU,"Logan, UT",05:22AM MST,05:40AM MST,17.0,40.08338555653476,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.18315,-111.95485,41.75515,-111.82076,Hill Air Force Base,Ogden,UT,US,Logan-Cache Airport,Logan,UT,US,night,night,Monday,0
