FAA ID,AIRPORT NAME,LOCATION,ST,PROCEDURE NAME,LPV or LP,DA OR MDA,VIS,HAT,GPA,TCH,ILS to Rwy (Y/N),Rwy End Cntr,ILS @ Arpt (Y/N),ILS Arpt Cntr (Y/N),ILS CAT II or III,WAAS CHANNEL #
TIX,SPACE COAST RGNL,TITUSVILLE,FL,RNAV (GPS) RWY 36,LPV,234, 1/2,200,3,58,Y,1,Y,,,69313
APF,NAPLES MUNI,NAPLES,FL,RNAV (GPS) RWY 23,LPV,313,1,305,3,44,N,1,N,N,,69314
93Y,DAVID CITY MUNI,DAVID CITY,NE,RNAV (GPS) RWY 14,LPV,1971,1 1/4,354,3,40,N,1,N,,,69315
AWM,WEST MEMPHIS MUNI,WEST MEMPHIS,AR,RNAV (GPS) RWY 17,LPV,463, 1/2,250,3,51,Y,1,Y,Y,,69316
RBE,ROCK COUNTY,BASSETT,NE,RNAV (GPS) RWY 31,LPV,2676,1 1/4,327,3,40,N,1,N,N,,69317
S25,WATFORD CITY MUNI,WATFORD CITY,ND,RNAV (GPS) RWY 30,LPV,2567,1 1/4,456,3.7,40,N,1,N,N,,69318
IDL,INDIANOLA MUNI,INDIANOLA,MS,RNAV (GPS) RWY 36,LPV,470,1 1/8,350,3,45,N,1,N,N,,69319
RIC,RICHMOND INTL,RICHMOND,VA,RNAV (GPS) Z RWY 20,LPV,464, 7/8,296,3,49,N,1,Y,,,69320
MRN,FOOTHILLS REGIONAL,MORGANTON,NC,RNAV (GPS) RWY 03,LPV,1458,1,250,3,45,N,1,N,,,69322
CPF,WENDELL H FORD,HAZARD,KY,RNAV (GPS) RWY 14,LPV,1443, 3/4,200,3.2,51,N,1,N,,,69323
EXX,DAVIDSON COUNTY,LEXINGTON,NC,RNAV (GPS) RWY 24,LPV,1015,1,313,3,51,N,1,Y,Y,,69326
PNE,NORTHEAST PHILADELPHIA,PHILADELPHIA,PA,RNAV (GPS) RWY 33,LPV,380,1,272,3,39,N,1,Y,,,69327
LNK,LINCOLN,LINCOLN,NE,RNAV (GPS) RWY 32,LPV,1442,1,250,3,50,N,1,Y,,,69328
RZT,ROSS COUNTY,CHILLICOTHE,OH,RNAV (GPS) RWY 23,LPV,966, 3/4,250,3,45,N,1,N,N,,69329
H34,HUNTSVILLE MUNI,HUNTSVILLE,AR,RNAV (GPS) RWY 12,LPV,2093,1 1/8,349,3,40,N,1,N,,,69331
PQN,PIPESTONE MUNI,PIPESTONE,MN,RNAV (GPS) RWY 36,LPV,1934,1,200,3,40,N,1,N,,,69332
JLN,JOPLIN RGNL,JOPLIN,MO,RNAV (GPS) RWY 31,LPV,1229, 3/4,251,3,47,N,1,Y,Y,,69334
GYY,GARY/CHICAGO INTL,GARY,IN,RNAV (GPS) RWY 02,LPV,901,1,310,3,60,N,1,Y,Y,,69338
W03,WILSON INDUSTRIAL AIR CENTER,WILSON,NC,RNAV (GPS) RWY 03,LPV,406, 3/4,250,3,40,N,1,N,,,69339
ALO,WATERLOO RGNL,WATERLOO,IA,RNAV (GPS) RWY 12,LPV,1073,2400,200,3,55,Y,1,Y,,,69342
DBQ,DUBUQUE RGNL,DUBUQUE,IA,RNAV (GPS) RWY 31,LPV,1481,1,419,3,50,N,1,Y,,,69400
PRX,COX FIELD,PARIS,TX,RNAV (GPS) RWY 17,LPV,791,1,250,3,40,N,1,N,,,69401
EWN,COASTAL CAROLINA REGIONAL,NEW BERN,NC,RNAV (GPS) RWY 04,LPV,342,1 1/8,325,3,50,Y,1,Y,,,69402
CFD,COULTER FIELD,BRYAN,TX,RNAV (GPS) RWY 15,LPV,636,1,275,3,40,N,1,N,N,,69403
ENA,KENAI MUNI,KENAI,AK,RNAV (GPS) RWY 02L,LPV,344, 3/4,250,3,53,N,1,Y,Y,,69404
HLN,HELENA RGNL,HELENA,MT,RNAV (GPS) X RWY 27,LPV,4965,2,1113,3,55,Y,1,Y,Y,,69405
LRY,LAWRENCE SMITH MEMORIAL,HARRISONVILLE,MO,RNAV (GPS) RWY 35,LPV,1176,1,276,3,40,N,1,N,N,,69406
RHI,RHINELANDER-ONEIDA COUNTY,RHINELANDER,WI,RNAV (GPS) RWY 33,LPV,1862,1,250,3,50,N,1,Y,,,69407
AFP,ANSON COUNTY -  JEFF CLOUD FIELD,WADESBORO,NC,RNAV (GPS) RWY 34,LPV,547, 7/8,250,3,42,Y,1,Y,,,69408
WNA,NAPAKIAK,NAPAKIAK,AK,RNAV (GPS) RWY 16,LPV,298,1,281,3,30,N,1,N,,,69409
MKG,MUSKEGON COUNTY,MUSKEGON,MI,RNAV (GPS) RWY 14,LPV,877, 3/4,250,3,45,N,1,Y,,,69410
VRB,VERO BEACH MUNI,VERO BEACH,FL,RNAV (GPS) RWY 30L,LPV,222, 3/4,200,3,58,N,1,N,,,69411
2C7,SHAKTOOLIK,SHAKTOOLIK,AK,RNAV (GPS) RWY 32,LPV,347,1 1/4,323,3,40,N,1,N,,,69413
FMZ,FAIRMONT STATE AIRFIELD,FAIRMONT,NE,RNAV (GPS) RWY 17,LPV,1934,1,298,3,40,N,1,N,N,,69414
BXM,BRUNSWICK EXECUTIVE,BRUNSWICK,ME,RNAV (GPS) RWY 01R,LPV,263, 1/2,200,3,50,Y,1,Y,Y,,69415
DUX,MOORE COUNTY,DUMAS,TX,RNAV (GPS) RWY 19,LPV,3951,1,250,3,50,N,1,N,,,69416
HIO,PORTLAND-HILLSBORO,PORTLAND,OR,RNAV (GPS) RWY 31L,LPV,583,1 1/4,379,3,52,N,1,Y,Y,,69417
ARW,BEAUFORT COUNTY,BEAUFORT,SC,RNAV (GPS) RWY 25,LPV,208,1,200,3,40,N,1,N,N,,69418
LJF,LITCHFIELD MUNI,LITCHFIELD,MN,RNAV (GPS) RWY 13,LPV,1390,1,250,3,39,N,1,N,,,69419
ACT,WACO RGNL,WACO,TX,RNAV (GPS) RWY 32,LPV,762, 3/4,250,3,59,N,1,Y,,,69420
09J,JEKYLL ISLAND,JEKYLL ISLAND,GA,RNAV (GPS) RWY 36,LPV,300,1,289,3,53,N,1,N,,,69422
4I3,KNOX COUNTY,MOUNT VERNON,OH,RNAV (GPS) RWY 28,LPV,1389,1,200,3,40,N,1,N,,,69423
FMY,PAGE FIELD,FORT MYERS,FL,RNAV (GPS) RWY 23,LPV,282,1,266,3,55,N,1,Y,,,69424
8V2,STUART-ATKINSON MUNI,ATKINSON,NE,RNAV (GPS) RWY 11,LPV,2433,1,302,3,40,N,1,N,,,69427
SAT,SAN ANTONIO INTL,SAN ANTONIO,TX,RNAV (GPS) Y RWY 22,LPV,970, 3/4,200,3,55,N,1,Y,,,69430
W40,MOUNT OLIVE MUNI,MOUNT OLIVE,NC,RNAV (GPS) RWY 05,LPV,625,1 3/8,459,3.45,60,N,1,N,N,,69431
ABE,LEHIGH VALLEY INTL,ALLENTOWN,PA,RNAV (GPS) RWY 06,LPV,594,2400,200,3,56,Y,1,Y,,,69432
6M7,MARIANNA/LEE COUNTY-STEVE EDWARDS FIELD,MARIANNA,AR,RNAV (GPS) RWY 36,LPV,527,1,308,3,53,N,1,N,,,69433
3MY,MOUNT HAWLEY AUXILIARY,PEORIA,IL,RNAV (GPS) RWY 18,LPV,1082,1 1/4,289,3,40,N,1,N,N,,69434
SEM,CRAIG FIELD,SELMA,AL,RNAV (GPS) RWY 15,LPV,416, 3/4,250,3,45,N,1,Y,Y,,69435
47V,CURTIS MUNI,CURTIS,NE,RNAV (GPS) RWY 30,LPV,3002,1 1/8,325,3,40,N,1,N,,,69436
RRT,WARROAD INTL MEMORIAL,WARROAD,MN,RNAV (GPS) RWY 13,LPV,1276, 3/4,200,3,45,N,1,Y,,,69437
4J2,BERRIEN CO,NASHVILLE,GA,RNAV (GPS) RWY 10,LPV,560,1 1/8,320,3,40,N,1,N,N,,69438
CKV,OUTLAW FIELD,CLARKSVILLE,TN,RNAV (GPS) RWY 17,LPV,821, 7/8,280,3,56,N,1,N,,,69439
STL,LAMBERT-ST LOUIS INTL,ST LOUIS,MO,RNAV (GPS) Y RWY 12L,LPV,951,5000,410,3,54,Y,1,Y,,3-Feb,69499
OEL,OAKLEY MUNI,OAKLEY,KS,RNAV (GPS) RWY 34,LPV,3285,1,250,3,40,N,1,N,N,,69500
SJC,NORMAN Y MINETA SAN JOSE INTL,SAN JOSE,CA,RNAV (GPS) Y RWY 12L,LPV,294, 3/4,250,3,57,N,1,Y,Y,,69501
HIO,PORTLAND-HILLSBORO,PORTLAND,OR,RNAV (GPS) RWY 13R,LPV,403,2400,200,3,44,Y,1,Y,,,69502
AHN,ATHENS/BEN EPPS,ATHENS,GA,RNAV (GPS) RWY 27,LPV,1013, 3/4,200,3,40,Y,1,Y,,,69503
LNR,TRI-COUNTY RGNL,LONE ROCK,WI,RNAV (GPS) RWY 27,LPV,1375,2,658,3,33,N,1,N,N,,69506
2R5,ST ELMO,ST ELMO,AL,RNAV (GPS) RWY 06,LPV,475,1 1/4,343,3,51,N,1,N,N,,69507
ORD,CHICAGO O'HARE INTL,CHICAGO,IL,RNAV (GPS) RWY 27R,LPV,864,1800,200,3,55,Y,1,Y,,3-Feb,69508
RSV,CRAWFORD CO,ROBINSON,IL,RNAV (GPS) RWY 27,LPV,705,1,250,3,45,N,1,N,,,69509
BWG,BOWLING GREEN-WARREN COUNTY RGNL,BOWLING GREEN,KY,RNAV (GPS) RWY 03,LPV,747, 3/4,200,3,44,Y,1,Y,,,69510
GPT,GULFPORT-BILOXI INTL,GULFPORT,MS,RNAV (GPS) RWY 18,LPV,277, 3/4,200,3,50,N,1,Y,,,69512
SNS,SALINAS MUNI,SALINAS,CA,RNAV (GPS) Z RWY 31,LPV,282,2400,200,3,50,Y,1,Y,Y,,69513
SBN,SOUTH BEND INTL,SOUTH BEND,IN,RNAV (GPS) RWY 36,LPV,1028,1,250,3,50,N,1,Y,,,69514
MRC,MAURY COUNTY,COLUMBIA/MOUNT PLEASANT,TN,RNAV (GPS) RWY 24,LPV,981,1,300,3,40,N,1,N,N,,69515
SAD,SAFFORD RGNL,SAFFORD,AZ,RNAV (GPS) RWY 12,LPV,3417,1,250,3,38,N,1,N,N,,69516
CVO,CORVALLIS MUNI,CORVALLIS,OR,RNAV (GPS) RWY 35,LPV,500, 3/4,250,3,51,N,1,Y,Y,,69517
HOE,HOMERVILLE,HOMERVILLE,GA,RNAV (GPS) RWY 14,LPV,437,1,250,3,40,N,1,N,,,69518
HPN,WESTCHESTER COUNTY,WHITE PLAINS,NY,RNAV (GPS) Y RWY 16,LPV,689,2400,250,3,55,Y,1,Y,Y,,69519
CKC,GRAND MARAIS/COOK COUNTY,GRAND MARAIS,MN,RNAV (GPS) RWY 28,LPV,2047,1,250,3,53,N,1,N,,,69520
DPL,DUPLIN CO,KENANSVILLE,NC,RNAV (GPS) RWY 23,LPV,337, 3/4,200,3,43,N,1,N,,,69521
OPF,MIAMI OPA-LOCKA EXECUTIVE,MIAMI,FL,RNAV (GPS) RWY 12,LPV,208, 3/4,200,3,53,Y,1,Y,,,69522
CDR,CHADRON MUNI,CHADRON,NE,RNAV (GPS) RWY 30,LPV,3540,1,250,3,40,N,1,Y,,,69523
BOS,GENERAL EDWARD LAWRENCE LOGAN INTL,BOSTON,MA,RNAV (GPS) RWY 33L,LPV,215,1800,200,3,57,Y,1,Y,,3-Feb,69525
HLX,TWIN COUNTY,GALAX/HILLSVILLE,VA,RNAV (GPS) RWY 01,LPV,2964, 7/8,271,3,55,N,1,N,,,69527
OGS,OGDENSBURG INTL,OGDENSBURG,NY,RNAV (GPS) RWY 09,LPV,543, 3/4,251,3,45,N,1,N,,,69528
FPR,TREASURE COAST INTL,FORT PIERCE,FL,RNAV (GPS) RWY 10R,LPV,273, 3/4,250,3,49,Y,1,Y,Y,,69529
1V6,FREMONT COUNTY,CANON CITY,CO,RNAV (GPS) RWY 29,LPV,5657, 3/4,250,3,55,N,1,N,N,,69530
PO1,POPLAR MUNI,POPLAR,MT,RNAV (GPS) RWY 27,LPV,2286,1,250,3,40,N,1,N,,,69531
OEO,L O SIMENSTAD MUNI,OSCEOLA,WI,RNAV (GPS) RWY 10,LPV,1134, 7/8,250,3,35,N,1,N,N,,69532
GCT,GUTHRIE COUNTY RGNL,GUTHRIE CENTER,IA,RNAV (GPS) RWY 18,LPV,1531,1,310,3,40,N,1,N,,,69533
IYS,WASILLA,WASILLA,AK,RNAV (GPS) RWY 22,LPV,604, 3/4,250,3.31,40,N,1,N,,,69536
9D7,CANDO MUNI,CANDO,ND,RNAV (GPS) RWY 34,LPV,1732,1,250,3,35,N,1,N,N,,69537
SAF,SANTA FE MUNI,SANTA FE,NM,RNAV (GPS) RWY 33,LPV,6555, 7/8,250,3,60,N,1,Y,,,69539
M20,LEITCHFIELD-GRAYSON COUNTY,LEITCHFIELD,KY,RNAV (GPS) RWY 2 ORIG,LPV,1140,1,370,3,45,N,1,N,N,,69542
FWA,FORT WAYNE INTL,FORT WAYNE,IN,RNAV (GPS) RWY 23,LPV,1053,4000,254,3,55,N,1,Y,Y,,69599
OZW,LIVINGSTON COUNTY SPENCER J HARDY,HOWELL,MI,RNAV (GPS) RWY 13,LPV,1162, 1/2,200,3,48,Y,1,Y,Y,,69601
MRY,MONTEREY RGNL,MONTEREY,CA,RNAV (GPS) RWY 10R,LPV,718,1 1/2,520,3,45,Y,1,Y,,,69602
LAX,LOS ANGELES INTL,LOS ANGELES,CA,RNAV (GPS) Y RWY 07R,LPV,328,2400,200,3,60,Y,1,Y,,,69603
TVI,THOMASVILLE RGNL,THOMASVILLE,GA,RNAV (GPS) RWY 22,LPV,582,1 1/4,340,3,59,Y,1,Y,,,69604
GXY,GREELEY-WELD COUNTY,GREELEY,CO,RNAV (GPS) RWY 35,LPV,4865, 3/4,200,3,51,Y,1,Y,,,69607
GAO,SOUTH LAFOURCHE LEONARD MILLER JR,GALLIANO,LA,RNAV (GPS) RWY 36,LPV,198, 1/2,200,3,51,Y,1,Y,,,69608
VDI,VIDALIA RGNL,VIDALIA,GA,RNAV (GPS) RWY 25,LPV,473, 1/2,200,3,44,Y,1,Y,,,69609
CWI,CLINTON MUNI,CLINTON,IA,RNAV (GPS) RWY 03,LPV,900, 1/2,200,3,56,Y,1,Y,Y,,69610
MPV,EDWARD F KNAPP STATE,BARRE/MONTPELIER,VT,RNAV (GPS) RWY 17,LPV,1500, 3/4,374,3,50,Y,1,Y,Y,,69611
FRG,REPUBLIC,FARMINGDALE,NY,RNAV (GPS) Y RWY 14,LPV,277, 3/4,200,3,60,Y,1,Y,,,69612
IMM,IMMOKALEE RGNL,IMMOKALEE,FL,RNAV (GPS) RWY 27,LPV,285,1,250,3,53,N,1,N,,,69613
TUL,TULSA INTL,TULSA,OK,RNAV (GPS) RWY 18R,LPV,918, 7/8,250,3,60,Y,1,Y,,,69614
CRP,CORPUS CHRISTI INTL,CORPUS CHRISTI,TX,RNAV (GPS) Y RWY 36,LPV,240,2400,200,3,53,Y,1,Y,,,69617
COS,CITY OF COLORADO SPRINGS MUNI,COLORADO SPRINGS,CO,RNAV (GPS) Y RWY 17L,LPV,6387,1800,200,3,57,Y,1,Y,,,69618
HDO,SOUTH TEXAS RGNL AT HONDO,HONDO,TX,RNAV (GPS) RWY 17L,LPV,1179,1,250,3,45,N,1,N,,,69619
BIE,BEATRICE MUNI,BEATRICE,NE,RNAV (GPS) RWY 14,LPV,1569,1,250,3,45,N,1,N,,,69620
RST,ROCHESTER INTL,ROCHESTER,MN,RNAV (GPS) RWY 02,LPV,1565,1,250,3,47,N,1,Y,,,69621
LCG,WAYNE MUNI/ STAN MORRIS FLD,WAYNE,NE,RNAV (GPS) RWY 36,LPV,1682,1,250,3,41,N,1,N,N,,69622
2G4,GARRETT COUNTY,OAKLAND,MD,RNAV (GPS) RWY 09,LPV,3183,1,250,3,44,N,1,N,N,,69624
ADM,ARDMORE MUNI,ARDMORE,OK,RNAV (GPS) RWY 31,LPV,991,1,258,3,49,Y,1,Y,,,69625
IAH,GEORGE BUSH INTERCONTINENTAL/HOUSTON,HOUSTON,TX,RNAV (GPS) Z RWY 27,LPV,287,1800,200,3,55,Y,1,Y,,3-Feb,69626
LHQ,FAIRFIELD COUNTY,LANCASTER,OH,RNAV (GPS) RWY 28,LPV,1068, 3/4,200,3.5,55,N,1,N,N,,69628
PEQ,PECOS MUNI,PECOS,TX,RNAV (GPS) RWY 32,LPV,2805, 3/4,200,3,40,N,1,N,,,69629
SBX,SHELBY,SHELBY,MT,RNAV (GPS) RWY 05,LPV,3733,1,306,3,45,N,1,N,N,,69630
GWO,GREENWOOD-LEFLORE,GREENWOOD,MS,RNAV (GPS) RWY 36,LPV,392, 3/4,250,3,50,N,1,Y,,,69631
WAL,WALLOPS FLIGHT FACILITY,WALLOPS ISLAND,VA,RNAV (GPS) RWY 17,LPV,322,1,283,3,55,N,1,N,,,69632
HOB,LEA COUNTY RGNL,HOBBS,NM,RNAV (GPS) RWY 30,LPV,3899, 3/4,250,3,44,N,1,Y,Y,,69635
ZPH,ZEPHYRHILLS MUNI,ZEPHYRHILLS,FL,RNAV (GPS) RWY 01,LPV,337, 7/8,250,3,40,N,1,N,,,69636
GRE,GREENVILLE,GREENVILLE,IL,RNAV (GPS) RWY 18,LPV,848,1,307,3,40,N,1,N,N,,69638
S01,CONRAD,CONRAD,MT,RNAV (GPS) RWY 24 ORIG,LPV,3905,1,367,3,45,N,1,N,,,69642
CLT,CHARLOTTE/DOUGLAS INTL,CHARLOTTE,NC,RNAV (GPS) Y RWY 05,LPV,916,2400,200,3,51,Y,1,Y,,,70300
HEF,MANASSAS RGNL/HARRY P DAVIS FIELD,WASHINGTON,DC,RNAV (GPS) RWY 16L,LPV,442, 3/4,250,3,58,Y,1,Y,,,70302
MSS,MASSENA INTL-RICHARDS FIELD,MASSENA,NY,RNAV (GPS) RWY 05,LPV,455, 3/4,250,3,54,Y,1,Y,Y,,70303
BFM,MOBILE DOWNTOWN,MOBILE,AL,RNAV (GPS) RWY 32,LPV,225,1800,200,3,55,Y,1,Y,,,70304
CHA,LOVELL FIELD,CHATTANOOGA,TN,RNAV (GPS) RWY 20,LPV,837,1800,200,3,53,Y,1,Y,,2,70305
PWM,PORTLAND INTL JETPORT,PORTLAND,ME,RNAV (GPS) RWY 11,LPV,276,1800,200,3,51,Y,1,Y,,3-Feb,70306
CYS,CHEYENNE RGNL/JERRY OLSON FIELD,CHEYENNE,WY,RNAV (GPS) RWY 27,LPV,6321,2400,200,3,55,Y,1,Y,,,70307
UAO,AURORA STATE,AURORA,OR,RNAV (GPS) RWY 17,LPV,511, 7/8,311,3,40,N,1,N,N,,70308
SPI,ABRAHAM LINCOLN CAPITAL,SPRINGFIELD,IL,RNAV (GPS) RWY 04,LPV,860,2400,262,3,56,Y,1,Y,Y,,70309
HOU,WILLIAM P HOBBY,HOUSTON,TX,RNAV (GPS) RWY 12R,LPV,330,4000,284,3,49,Y,1,Y,,,70310
BUF,BUFFALO NIAGARA INTL,BUFFALO,NY,RNAV (GPS) Y RWY 05,LPV,908,1800,200,3,46,Y,1,Y,,,70311
ASG,SPRINGDALE MUNI,SPRINGDALE,AR,RNAV (GPS) RWY 18,LPV,1630, 3/4,291,3,45,Y,1,Y,Y,,70312
GFK,GRAND FORKS INTL,GRAND FORKS,ND,RNAV (GPS) RWY 35L,LPV,1095,5000,250,3,55,Y,1,Y,,,70313
HON,HURON RGNL,HURON,SD,RNAV (GPS) RWY 12,LPV,1489, 1/2,200,3,50,Y,1,Y,Y,,70314
LBX,TEXAS GULF COAST RGNL,ANGLETON/LAKE JACKSON,TX,RNAV (GPS) RWY 17,LPV,282, 1/2,257,3,50,Y,1,Y,Y,,70316
OMA,EPPLEY AIRFIELD,OMAHA,NE,RNAV (GPS) Y RWY 36,LPV,1179, 1/2,200,3,58,Y,1,Y,,,70317
LGA,LAGUARDIA,NEW YORK,NY,RNAV (GPS) Y RWY 22,LPV,262,2400,250,3,52,Y,1,Y,,,70318
RSW,SOUTHWEST FLORIDA INTL,FT MEYERS,FL,RNAV (GPS) RWY 24,LPV,280, 3/4,250,3,52,N,1,Y,,,70319
GWW,WAYNE EXECUTIVE JETPORT,GOLDSBORO,NC,RNAV (GPS) RWY 23,LPV,333, 5/8,200,3,51,Y,1,Y,Y,,70320
PHX,PHOENIX SKY HARBOR INTL,PHOENIX,AZ,RNAV (GPS) Y RWY 26,LPV,1436,1,301,3,54,Y,1,Y,,,70321
SLN,SALINA RGNL,SALINA,KS,RNAV (GPS) RWY 17,LPV,1496,1,250,3,55,N,1,Y,Y,,70322
GPH,MIDWEST NATIONAL AIR CENTER,MOSBY,MO,RNAV (GPS) RWY 18,LPV,1189,1 1/2,412,3,51,Y,1,Y,Y,,70323
EWR,NEWARK LIBERTY INTL,NEWARK,NJ,RNAV (GPS) Z RWY 22L,LPV,211,1800,200,3,43,Y,1,Y,,3-Feb,70324
BWD,BROWNWOOD RGNL,BROWNWOOD,TX,RNAV (GPS) RWY 17,LPV,1637, 3/4,250,3,52,N,1,N,N,,70325
PIT,PITTSBURGH INTL,PITTSBURGH,PA,RNAV (GPS) Y RWY 32,LPV,1324,4000,200,3,37,Y,1,Y,,,70326
BDL,BRADLEY INTL,WINDSOR LOCKS,CT,RNAV (GPS) Y RWY 06,LPV,373,1800,200,3,54,Y,1,Y,,3-Feb,70328
ONT,ONTARIO INTL,ONTARIO,CA,RNAV (GPS) Y RWY 08R,LPV,1220,4500,284,3,53,N,1,Y,,,70329
SNK,WINSTON FIELD,SNYDER,TX,RNAV (GPS) RWY 35,LPV,2626, 3/4,200,3,45,N,1,N,N,,70331
GHW,GLENWOOD MUNI,GLENWOOD,MN,RNAV (GPS) RWY 15,LPV,1641, 3/4,250,3,45,N,1,N,N,,70333
3T3,BOYCEVILLE MUNI,BOYCEVILLE,WI,RNAV (GPS) RWY 26,LPV,1333,1 1/4,366,3,40,N,1,N,N,,70335
LMS,LOUISVILLE WINSTON COUNTY,LOUISVILLE,MS,RNAV (GPS) RWY 17,LPV,891,1 1/8,317,3,45,N,1,N,,,70336
2M2,LAWRENCEBURG-LAWRENCE COUNTY,LAWRENCEBURG,TN,RNAV (GPS) RWY 17,LPV,1225,1,289,3.4,60,N,1,N,,,70337
SBU,BLUE EARTH MUNI,BLUE EARTH,MN,RNAV (GPS) RWY 34,LPV,1398,1,291,3,35,N,1,N,N,,70339
H71,MID-AMERICA INDUSTRIAL,PRYOR,OK,RNAV (GPS) RWY 36,LPV,938,1 1/8,321,3,40,N,1,N,N,,70340
TXW,MID VALLEY,WESLACO,TX,RNAV (GPS) RWY 14,LPV,319, 3/4,250,3,50,N,1,N,N,,70341
HJO,HANFORD MUNI,HANFORD,CA,RNAV (GPS) RWY 32 AMDT 2,LPV,233, 3/4,250,3,50,N,1,N,N,,70344
MOT,MINOT INTL,MINOT,ND,RNAV (GPS) RWY 13,LPV,2021,1,319,3,49,N,1,Y,,,70399
ATL,HARTSFIELD - JACKSON ATLANTA INTL,ATLANTA,GA,RNAV (GPS) RWY 27R,LPV,1185,4000,200,3,56,Y,1,Y,,,70400
ATL,HARTSFIELD - JACKSON ATLANTA INTL,ATLANTA,GA,RNAV (GPS) PRM RWY 27R (SIMULTANEOUS CLOSE PARALLEL),LPV,1185,4000,200,3,56,Y,,Y,,,70400
LEX,BLUE GRASS,LEXINGTON,KY,RNAV (GPS) RWY 04,LPV,1274,4000,303,3,60,Y,1,Y,Y,,70401
ROW,ROSWELL INTL AIR CENTER,ROSWELL,NM,RNAV (GPS) RWY 35,LPV,3921, 3/4,250,3,50,N,1,Y,,,70402
BYL,WILLIAMSBURG-WHITLEY COUNTY,WILLIAMSBURG,KY,RNAV (GPS) RWY 20,LPV,1554,1 1/4,376,3,45,N,1,N,,,70403
FDY,FINDLAY,FINDLAY,OH,RNAV (GPS) RWY 18,LPV,1063,1,250,3,43,N,1,N,,,70405
BVS,SKAGIT RGNL,BURLINGTON/MOUNT VERNON,WA,RNAV (GPS) RWY 29,LPV,377, 3/4,250,3,42,N,1,N,,,70407
PMH,GREATER PORTSMOUTH RGNL,PORTSMOUTH,OH,RNAV (GPS) RWY 36,LPV,912,1,250,3,40,N,1,N,,,70408
N66,ONEONTA MUNI,ONEONTA,NY,RNAV (GPS) RWY 24,LPV,2191,1 1/2,433,3,40,N,1,N,N,,70409
MWH,GRANT CO INTL,MOSES LAKE,WA,RNAV (GPS) Y RWY 22,LPV,1366, 3/4,200,3,50,N,1,Y,,,70410
GLH,GREENVILLE MID-DELTA,GREENVILLE,MS,RNAV (GPS) RWY 18R,LPV,378,1,250,3,50,N,1,Y,Y,,70411
ADH,ADA MUNI,ADA,OK,RNAV (GPS) RWY 36,LPV,1245, 7/8,250,3,35,N,1,N,,,70412
CHT,CHILLICOTHE MUNI,CHILLICOTHE,MO,RNAV (GPS) RWY 32,LPV,1148,1 1/4,366,3,44,N,1,N,N,,70413
M40,MONROE COUNTY,ABERDEEN/AMORY,MS,RNAV (GPS) RWY 36,LPV,506, 7/8,280,3,40,N,1,N,,,70414
LKR,LANCASTER COUNTY-MC WHIRTER FIELD,LANCASTER,SC,RNAV (GPS) RWY 24,LPV,736,1,250,3,43,N,1,N,N,,70416
ANW,AINSWORTH RGNL,AINSWORTH,NE,RNAV (GPS) RWY 17,LPV,2789, 1/2,200,3,46,N,1,N,N,,70417
WVL,WATERVILLE ROBERT LAFLEUR,WATERVILLE,ME,RNAV (GPS) RWY 05,LPV,468, 3/4,200,3,48,Y,1,Y,,,70418
DMN,DEMING MUNI,DEMING,NM,RNAV (GPS) RWY 22,LPV,4560,1,250,3,52,N,1,N,N,,70419
CAK,AKRON-CANTON RGNL,AKRON,OH,RNAV (GPS) RWY 01,LPV,1409,2400,200,3,53,Y,1,Y,,,70420
77G,MARLETTE,MARLETTE,MI,RNAV (GPS) RWY 19,LPV,1214,1 1/8,319,3,40,N,1,N,N,,70421
6S8,LAUREL MUNI,LAUREL,MT,RNAV (GPS) RWY 04,LPV,3783,1,295,3,33,N,1,N,N,,70422
CLK,CLINTON RGNL,CLINTON,OK,RNAV (GPS) RWY 35,LPV,1866, 3/4,250,3,40,N,1,Y,Y,,70423
UZA,ROCK HILL/YORK CO/BRYANT FIELD,ROCK HILL,SC,RNAV (GPS) RWY 02,LPV,866, 1/2,200,3,41,Y,1,Y,Y,,70425
80F,ANTLERS MUNI,ANTLERS,OK,RNAV (GPS) RWY 35,LPV,904,1 1/8,334,3,40,N,1,N,N,,70428
CHK,CHICKASHA MUNI,CHICKASHA,OK,RNAV (GPS) RWY 18,LPV,1352, 3/4,200,3,43,N,1,N,,,70430
6L4,LOGAN COUNTY,LOGAN,WV,RNAV (GPS) RWY 24,LPV,1916, 7/8,250,3,42,N,1,N,,,70431
SLC,SALT LAKE CITY INTL,SALT LAKE CITY,UT,RNAV (GPS) RWY 34L,LPV,4426,1800,200,3,55,Y,1,Y,,3-Feb,70432
EQA,EL DORADO/CAPTAIN JACK THOMAS MEMORIAL,EL DORADO,KS,RNAV (GPS) RWY 33,LPV,1579,1,200,3,40,N,1,N,,,70434
RWI,ROCKY MOUNT-WILSON RGNL,ROCKY MOUNT,NC,RNAV (GPS) RWY 22,LPV,436, 7/8,284,3,52,N,1,Y,,,70435
E06,LEA COUNTY-ZIP FRANKLIN MEMORIAL,LOVINGTON,NM,RNAV (GPS) RWY 03,LPV,4314,1 1/8,338,3,51,N,1,N,,,70436
MAI,MARIANNA MUNI,MARIANNA,FL,RNAV (GPS) RWY 18,LPV,360, 7/8,250,3,37,N,1,N,N,,70438
3K8,COMANCHE COUNTY,COLDWATER,KS,RNAV (GPS) RWY 17,LPV,2447,1 1/8,361,3,40,N,1,N,N,,70439
