FAA ID,AIRPORT NAME,LOCATION,ST,PROCEDURE NAME,LPV or LP,DA OR MDA,VIS,HAT,GPA,TCH,ILS to Rwy (Y/N),Rwy End Cntr,ILS @ Arpt (Y/N),ILS Arpt Cntr (Y/N),ILS CAT II or III,WAAS CHANNEL #
TVK,CENTERVILLE MUNI,CENTERVILLE,IA,RNAV (GPS) RWY 16,LPV,1273,1,250,3,40,N,1,N,N,,70440
NUQ,MOFFETT FEDERAL AFLD,MOUNTAIN VIEW,CA,RNAV (GPS) RWY 14L,LPV,255, 3/4,250,3,53,N,1,Y,,,70442
LBE,ARNOLD PALMER RGNL,LATROBE,PA,RNAV (GPS) RWY 24,LPV,1345, 1/2,200,3,55,Y,1,Y,Y,,70499
PMP,POMPANO BEACH AIRPARK,POMPANO BEACH,FL,RNAV (GPS) RWY 24,LPV,319,1,301,3,44,N,1,N,,,70500
BID,BLOCK ISLAND STATE,BLOCK ISLAND,RI,RNAV (GPS) RWY 28,LPV,358,1,250,3,37,N,1,N,N,,70501
2W6,ST MARY'S COUNTY RGNL,LEONARDTOWN,MD,RNAV (GPS) RWY 11,LPV,419,1,277,3,37,N,1,N,,,70502
ONL,THE O'NEILL MUNI-JOHN L BAKER FIELD,O'NEILL,NE,RNAV (GPS) RWY 31,LPV,2281,1,250,3,39,N,1,N,N,,70503
EGT,WELLINGTON MUNI,WELLINGTON,KS,RNAV (GPS) RWY 36,LPV,1527, 3/4,250,3,40,N,1,N,N,,70504
DVK,STUART POWELL FIELD,DANVILLE,KY,RNAV (GPS) RWY 30,LPV,1282,1,266,3,30,N,1,N,N,,70506
BET,BETHEL,BETHEL,AK,RNAV (GPS) RWY 19R,LPV,320,2400,200,3,52,Y,1,Y,,,70507
MQW,TELFAIR-WHEELER,MCRAE,GA,RNAV (GPS) RWY 03,LPV,593,1 1/2,391,3,34,N,1,N,N,,70508
MLU,MONROE RGNL,MONROE,LA,RNAV (GPS) RWY 22,LPV,278, 1/2,200,3,54,Y,1,Y,,,70510
ESC,DELTA COUNTY,ESCANABA,MI,RNAV (GPS) RWY 09,LPV,809, 1/2,200,3,56,Y,1,Y,,,70511
IKV,ANKENY RGNL,ANKENY,IA,RNAV (GPS) RWY 36,LPV,1091, 3/4,200,3,52,Y,1,Y,Y,,70512
IRK,KIRKSVILLE RGNL,KIRKSVILLE,MO,RNAV (GPS) RWY 36,LPV,1165, 1/2,200,3,54,Y,1,Y,Y,,70513
RDM,ROBERTS FIELD,REDMOND,OR,RNAV (GPS) Y RWY 05,LPV,3325, 3/4,250,3,50,N,1,Y,,,70514
CCO,NEWNAN COWETA COUNTY,ATLANTA,GA,RNAV (GPS) RWY 14,LPV,1300,1,330,3,56,N,1,N,N,,70515
SUA,WITHAM FIELD,STUART,FL,RNAV (GPS) RWY 12,LPV,266, 7/8,250,3,40,N,1,N,N,,70516
FVX,FARMVILLE RGNL,FARMVILLE,VA,RNAV (GPS) RWY 21,LPV,696,1,280,3,52,N,1,N,,,70517
VGC,HAMILTON MUNI,HAMILTON,NY,RNAV (GPS) RWY 35,LPV,1392,1,257,3.08,50,N,1,N,,,70518
EYF,CURTIS L BROWN JR FIELD,ELIZABETHTOWN,NC,RNAV (GPS) RWY 33,LPV,381, 3/4,250,3,51,N,1,N,N,,70519
TPA,TAMPA INTL,TAMPA,FL,RNAV (GPS) RWY 28,LPV,389,1 1/8,363,3,50,N,1,Y,,,70520
CPS,ST LOUIS DOWNTOWN,CAHOKIA/ST LOUIS,IL,RNAV (GPS) RWY 30L,LPV,609, 1/2,200,3,55,Y,1,Y,Y,,70521
2A0,MARK ANTON,DAYTON,TN,RNAV (GPS) RWY 21,LPV,1010,1,292,3,31,N,1,N,N,,70522
O27,OAKDALE,OAKDALE,CA,RNAV (GPS) RWY 28,LPV,531, 7/8,294,3,53,N,1,N,,,70523
TDZ,TOLEDO EXECUTIVE,TOLEDO,OH,RNAV (GPS) RWY 32,LPV,871,1,250,3,45,N,1,N,,,70524
SOP,MOORE COUNTY,PINEHURST/SOUTHERN PINES,NC,RNAV (GPS) RWY 05,LPV,655, 1/2,200,3,39,Y,1,Y,,,70526
RZL,JASPER COUNTY,RENSSELAER,IN,RNAV (GPS) RWY 18,LPV,948,1,250,3,40,N,1,N,N,,70527
0J6,HEADLAND MUNI,HEADLAND,AL,RNAV (GPS) RWY 09,LPV,678, 7/8,274,3,40,N,1,N,N,,70528
FKA,FILLMORE COUNTY,PRESTON,MN,RNAV (GPS) RWY 29,LPV,1527,1,250,3,40,N,1,N,,,70529
PUB,PUEBLO MEMORIAL,PUEBLO,CO,RNAV (GPS) RWY 08R,LPV,4871, 1/2,200,3,60,Y,1,Y,,,70531
ACQ,WASECA MUNI,WASECA,MN,RNAV (GPS) RWY 15,LPV,1377,1,250,3,40,N,1,N,,,70532
STJ,ROSECRANS MEMORIAL,ST JOSEPH,MO,RNAV (GPS) RWY 17,LPV,1027, 3/4,200,3,56,N,1,Y,,,70535
JCA,JACKSON COUNTY,JEFFERSON,GA,RNAV (GPS) RWY 17,LPV,1279,1,336,3.5,60,N,1,N,N,,70538
LBE,ARNOLD PALMER RGNL,LATROBE,PA,RNAV (GPS) RWY 06,LPV,1449, 3/4,250,3,45,N,1,Y,,,70539
PLR,ST CLAIR COUNTY,PELL CITY,AL,RNAV (GPS) RWY 03,LPV,835,1 1/8,351,3.1,52,N,1,N,N,,70540
UWL,NEW CASTLE-HENRY COUNTY MUNI,NEW CASTLE,IN,RNAV (GPS) RWY 28,LPV,1412,1,322,3,44,N,1,N,N,,70541
LAR,LARAMIE RGNL,LARAMIE,WY,RNAV (GPS) RWY 12,LPV,7525,1,250,3,43,N,1,N,,,70600
GTF,GREAT FALLS INTL,GREAT FALLS,MT,RNAV (GPS) Y RWY 03,LPV,3880,1800,200,3,54,Y,1,Y,,3-Feb,70602
CFD,COULTER FIELD,BRYAN,TX,RNAV (GPS) RWY 33,LPV,642,1,275,3,40,N,1,N,,,70603
RRL,MERRILL MUNI,MERRILL,WI,RNAV (GPS) RWY 07,LPV,1635,1 1/4,317,3,40,N,1,N,,,70604
AXQ,CLARION COUNTY,CLARION,PA,RNAV (GPS) RWY 06,LPV,1701,1,250,3,40,N,1,N,N,,70606
MKO,MUSKOGEE-DAVIS RGNL,MUSKOGEE,OK,RNAV (GPS) RWY 13,LPV,857, 3/4,250,3,50,N,1,N,,,70607
COE,COEUR D'ALENE - PAPPY BOYINGTON FIELD,COEUR D'ALENE,ID,RNAV (GPS) RWY 06,LPV,2477, 1/2,200,3,56,Y,1,Y,Y,,70608
MOD,MODESTO CITY-CO-HARRY SHAM FLD,MODESTO,CA,RNAV (GPS) RWY 28R,LPV,385, 1/2,297,3,53,Y,1,Y,Y,,70609
CXY,CAPITAL CITY,HARRISBURG,PA,RNAV (GPS) RWY 08,LPV,833,1 1/4,491,3,58,Y,1,Y,Y,,70610
LIT,BILL AND HILLARY CLINTON NATIONAL/ADAMS FIELD,LITTLE ROCK,AR,RNAV (GPS) RWY 04R,LPV,574,4000,314,3,49,Y,1,Y,,,70611
IGM,KINGMAN,KINGMAN,AZ,RNAV (GPS) Z RWY 21,LPV,3653,1,250,3,45,N,1,N,N,,70612
BNA,NASHVILLE INTL,NASHVILLE,TN,RNAV (GPS) Y RWY 02C,LPV,787,2400,200,3,60,Y,1,Y,,,70613
WWR,WEST WOODWARD,WOODWARD,OK,RNAV (GPS) RWY 17,LPV,2426,1,250,3,39,N,1,N,,,70614
PTK,OAKLAND COUNTY INTL,PONTIAC,MI,RNAV (GPS) RWY 27L,LPV,1174, 3/4,200,3,47,N,1,Y,Y,,70615
3J7,GREENE COUNTY RGNL,GREENSBORO,GA,RNAV (GPS) RWY 25,LPV,981, 7/8,292,3,55,N,1,N,N,,70616
GBD,GREAT BEND MUNI,GREAT BEND,KS,RNAV (GPS) RWY 17,LPV,2084, 3/4,200,3,45,N,1,Y,,,70617
BAC,BARNES COUNTY MUNI,VALLEY CITY,ND,RNAV (GPS) RWY 13,LPV,1652,1,250,3,40,N,1,N,,,70618
NRN,NORTON MUNI,NORTON,KS,RNAV (GPS) RWY 34,LPV,2800,1 1/2,424,3,45,N,1,N,N,,70619
AAT,ALTURAS MUNI,ALTURAS,CA,RNAV (GPS) RWY 31,LPV,4830,1 3/8,452,3,40,N,1,N,N,,70620
SPF,BLACK HILLS-CLYDE ICE FIELD,SPEARFISH,SD,RNAV (GPS) RWY 13,LPV,4219,1 1/8,335,3,50,N,1,N,N,,70621
ANJ,SAULT STE MARIE MUNI/SANDERSON FIELD,SAULT STE MARIE,MI,RNAV (GPS) RWY 14,LPV,962,1,250,3,46,N,1,N,,,70622
GYY,GARY/CHICAGO INTL,GARY,IN,RNAV (GPS) Y RWY 12,LPV,797, 3/4,200,3,50,N,1,Y,,,70623
POC,BRACKETT FIELD,LA VERNE,CA,RNAV (GPS) RWY 26L,LPV,1305, 7/8,300,3.56,55,Y,1,Y,Y,,70624
EFD,ELLINGTON,HOUSTON,TX,RNAV (GPS) RWY 17R,LPV,231,4000,200,3,52,Y,1,Y,,,70625
JAX,JACKSONVILLE INTL,JACKSONVILLE,FL,RNAV (GPS) Z RWY 14,LPV,227, 1/2,200,3,54,Y,1,Y,,,70626
CGF,CUYAHOGA COUNTY,CLEVELAND,OH,RNAV (GPS) RWY 06,LPV,1175, 7/8,301,3,42,N,1,Y,,,70628
JKJ,MOORHEAD MUNI,MOORHEAD,MN,RNAV (GPS) RWY 30,LPV,1168,1,250,3,40,N,1,N,N,,70630
46D,CARRINGTON MUNI,CARRINGTON,ND,RNAV (GPS) RWY 31,LPV,1856,1,250,3,40,N,1,N,N,,70631
HYI,SAN MARCOS REGIONAL,AUSTIN,TX,RNAV (GPS) RWY 35,LPV,833, 3/4,250,3,55,N,1,Y,Y,,70632
ADC,WADENA MUNI,WADENA,MN,RNAV (GPS) RWY 34,LPV,1605,1,250,3,42,N,1,N,,,70633
AMG,BACON COUNTY,ALMA,GA,RNAV (GPS) RWY 33,LPV,472,1,276,3,59,N,1,N,,,70635
TVF,THIEF RIVER FALLS RGNL,THIEF RIVER FALLS,MN,RNAV (GPS) RWY 04,LPV,1366,1,250,3,40,N,1,Y,,,70636
ASJ,TRI-COUNTY,AHOSKIE,NC,RNAV (GPS) RWY 01,LPV,359,1,292,3.17,41,N,1,N,N,,70637
MWL,MINERAL WELLS,MINERAL WELLS,TX,RNAV (GPS) RWY 31,LPV,1174, 3/4,200,3,53,Y,1,Y,Y,,70639
2V5,WRAY MUNI,WRAY,CO,RNAV (GPS) RWY 17,LPV,3877,1,200,3,45,N,1,N,N,,70641
DTW,DETROIT METROPOLITAN WAYNE COUNTY,DETROIT,MI,RNAV (GPS) Z RWY 22R,LPV,842,1800,200,3,55,Y,1,Y,,2,70642
MHE,MITCHELL MUNI,MITCHELL,SD,RNAV (GPS) RWY 31,LPV,1554, 1/2,250,3,57,Y,1,Y,,,70700
EBG,SOUTH TEXAS INTL AT EDINBURG,EDINBURG,TX,RNAV (GPS) RWY 32,LPV,323, 3/4,250,3,45,N,1,N,N,,70701
LMT,CRATER LAKE-KLAMATH RGNL,KLAMATH FALLS,OR,RNAV (GPS) RWY 32,LPV,4387,2400,292,3,55,Y,1,Y,,,70702
GGP,LOGANSPORT/CASS COUNTY,LOGANSPORT,IN,RNAV (GPS) RWY 27,LPV,938, 3/4,200,3,40,N,1,N,,,70703
AAF,APALACHICOLA RGNL-CLEVE RANDOLPH FIELD,APALACHICOLA,FL,RNAV (GPS) RWY 32,LPV,349,1 1/8,329,3,40,N,1,N,N,,70704
PTB,DINWIDDIE COUNTY,PETERSBURG,VA,RNAV (GPS) RWY 05,LPV,497,1,304,3,42,N,1,N,N,,70705
M19,NEWPORT RGNL,NEWPORT,AR,RNAV (GPS) RWY 36,LPV,489, 3/4,250,3,44,N,1,N,,,70708
SDF,LOUISVILLE INTL-STANDIFORD FIELD,LOUISVILLE,KY,RNAV (GPS) Y RWY 35R,LPV,680,1800,200,3,60,Y,1,Y,,3-Feb,70709
FLO,FLORENCE RGNL,FLORENCE,SC,RNAV (GPS) RWY 09,LPV,441, 1/2,294,3,59,Y,1,Y,,,70710
BRD,BRAINERD LAKES RGNL,BRAINERD,MN,RNAV (GPS) RWY 34,LPV,1432, 1/2,200,3,46,Y,1,Y,Y,,70711
OKV,WINCHESTER RGNL,WINCHESTER,VA,RNAV (GPS) RWY 14,LPV,976, 3/4,250,3,45,N,1,Y,Y,,70712
OVO,NORTH VERNON,NORTH VERNON,IN,RNAV (GPS) RWY 05,LPV,1091,1 1/4,334,3.3,40,N,1,N,,,70713
FMN,FOUR CORNERS RGNL,FARMINGTON,NM,RNAV (GPS) RWY 23,LPV,5798,1,294,3,46,N,1,Y,Y,,70714
FRG,REPUBLIC,FARMINGDALE,NY,RNAV (GPS) RWY 32,LPV,369,1,301,3.1,65,N,1,Y,,,70715
ETB,WEST BEND MUNI,WEST BEND,WI,RNAV (GPS) RWY 24,LPV,1196,1,312,3,45,N,1,N,N,,70716
S25,WATFORD CITY MUNI,WATFORD CITY,ND,RNAV (GPS) RWY 12,LPV,2424,1,334,4,40,N,1,N,,,70717
8G2,CORRY-LAWRENCE,CORRY,PA,RNAV (GPS) RWY 32,LPV,2074,1,308,3,40,N,1,N,,,70719
AUG,AUGUSTA STATE,AUGUSTA,ME,RNAV (GPS) RWY 17,LPV,548, 1/2,200,3,60,Y,1,Y,,,70720
RCX,RUSK COUNTY,LADYSMITH,WI,RNAV (GPS) RWY 32,LPV,1483,1,250,3,45,N,1,N,N,,70721
ROA,ROANOKE-BLACKSBURG RGNL/WOODRUM FIELD,ROANOKE,VA,RNAV (GPS) Y RWY 34,LPV,1560,0.75,400,3,56,Y,1,Y,,,70722
ROA,ROANOKE-BLACKSBURG RGNL/WOODRUM FIELD,ROANOKE,VA,RNAV (GPS) Y RWY 34,LPV,2568,5,1408,3,56,Y,1,Y,,,70722
POH,POCAHONTAS MUNI,POCAHONTAS,IA,RNAV (GPS) RWY 30,LPV,1532,1,311,3,45,N,1,N,,,70723
ACJ,JIMMY CARTER RGNL,AMERICUS,GA,RNAV (GPS) RWY 23,LPV,760, 3/4,296,3,45,Y,1,Y,Y,,70724
XNX,SUMNER COUNTY RGNL,GALLATIN,TN,RNAV (GPS) RWY 17,LPV,1069,1 3/8,486,3,56,N,1,N,,,70725
ORL,EXECUTIVE,ORLANDO,FL,RNAV (GPS) RWY 07,LPV,309,2400,200,3,52,Y,1,Y,,,70729
H88,A PAUL VANCE FREDERICKTOWN RGNL,FREDERICKTOWN,MO,RNAV (GPS) RWY 01,LPV,1161,1,286,3,40,N,1,N,N,,70733
DCA,RONALD REAGAN WASHINGTON NATIONAL,WASHINGTON,DC,RNAV (GPS) RWY 15,LPV,394,1 1/4,380,3,55,N,1,Y,Y,,70737
9V6,MARTIN MUNI,MARTIN,SD,RNAV (GPS) RWY 32,LPV,3544,1,250,3,40,N,1,N,N,,70738
TX2,CHASE FIELD INDUSTRIAL,BEEVILLE,TX,RNAV (GPS) RWY 13,LPV,434, 3/4,250,3,50,N,1,N,N,,70740
FSW,FORT MADISON MUNI,FORT MADISON,IA,RNAV (GPS) RWY 35,LPV,972,1,250,3,50,N,1,N,N,,70741
GPI,GLACIER PARK INTL,KALISPELL,MT,RNAV (GPS) Z RWY 02,LPV,3290, 5/8,324,3,51,Y,1,Y,Y,,70799
MIE,DELAWARE COUNTY RGNL,MUNCIE,IN,RNAV (GPS) RWY 32,LPV,1241, 1/2,304,3.04,52,Y,1,Y,,,72601
DSM,DES MOINES INTL,DES MOINES,IA,RNAV (GPS) RWY 13,LPV,1122,2400,200,3,56,Y,1,Y,,,72602
GYH,DONALDSON FIELD,GREENVILLE,SC,RNAV (GPS) RWY 05,LPV,1208, 1/2,253,3,52,Y,1,Y,Y,,72603
LOT,LEWIS UNIVERSITY,CHICAGO/ROMEOVILLE,IL,RNAV (GPS) RWY 09,LPV,1124,1 1/2,451,3,41,N,1,N,N,,72604
SRQ,SARASOTA/BRADENTON INTL,SARASOTA/BRADENTON,FL,RNAV (GPS) RWY 32,LPV,227, 1/2,200,3,53,Y,1,Y,Y,,72605
AKN,KING SALMON,KING SALMON,AK,RNAV (GPS) RWY 12,LPV,317, 1/2,255,3,55,Y,1,Y,Y,,72608
BBW,BROKEN BOW MUNI/KEITH GLAZE FLD,BROKEN BOW,NE,RNAV (GPS) RWY 14,LPV,2801,1,255,3,40,N,1,N,N,,72609
STS,CHARLES M SCHULZ - SONOMA COUNTY,SANTA ROSA,CA,RNAV (GPS) RWY 32,LPV,322,2400,200,3,53,Y,1,Y,,,72611
HAE,HANNIBAL RGNL,HANNIBAL,MO,RNAV (GPS) RWY 35,LPV,1019,1,250,3,40,N,1,N,,,72612
BXA,GEORGE R CARR MEMORIAL AIR FLD,BOGALUSA,LA,RNAV (GPS) RWY 18,LPV,463,1 1/4,344,3,50,N,1,N,,,72613
EDN,ENTERPRISE MUNI,ENTERPRISE,AL,RNAV (GPS) RWY 05,LPV,610,1,250,3,40,N,1,N,N,,72614
BPT,JACK BROOKS RGNL,BEAUMONT-PORT ARTHUR,TX,RNAV (GPS) RWY 34,LPV,215, 3/4,200,3,53,N,1,Y,,,72616
TDO,ED CARLSON MEMORIAL FIELD - SOUTH LEWIS CO,TOLEDO,WA,RNAV (GPS) RWY 24,LPV,685,1,311,3,53,N,1,N,,,72617
CKM,FLETCHER FIELD,CLARKSDALE,MS,RNAV (GPS) RWY 18,LPV,423, 7/8,250,3,40,N,1,N,,,72619
BVI,BEAVER COUNTY,BEAVER FALLS,PA,RNAV (GPS) RWY 28,LPV,1512,1,259,3.1,60,N,1,N,,,72621
MBG,MOBRIDGE MUNI,MOBRIDGE,SD,RNAV (GPS) RWY 30,LPV,2049,1 1/8,349,3,40,N,1,N,N,,72622
OXR,OXNARD,OXNARD,CA,RNAV (GPS) RWY 07,LPV,284,1,250,3,40,N,1,Y,Y,,72623
FMY,PAGE FIELD,FORT MYERS,FL,RNAV (GPS) RWY 05,LPV,265,1,250,3,53,Y,1,Y,,,72624
HUF,TERRE HAUTE RGNL,TERRE HAUTE,IN,RNAV (GPS) RWY 23,LPV,782, 3/4,200,3,55,N,1,Y,Y,,72625
MQI,DARE COUNTY RGNL,MANTEO,NC,RNAV (GPS) RWY 05,LPV,259, 3/4,250,3,45,N,1,N,,,72626
0C4,PENDER MUNI,PENDER,NE,RNAV (GPS) RWY 33,LPV,1626,1,294,3,40,N,1,N,N,,72627
MNZ,HAMILTON MUNI,HAMILTON,TX,RNAV (GPS) RWY 18,LPV,1550, 7/8,250,3,40,N,1,N,,,72629
MRJ,IOWA COUNTY,MINERAL POINT,WI,RNAV (GPS) RWY 11,LPV,1329, 3/4,200,3,40,N,1,N,,,72630
MBO,BRUCE CAMPBELL FIELD,MADISON,MS,RNAV (GPS) RWY 35,LPV,643, 7/8,319,3,48,N,1,N,,,72631
BDH,WILLMAR MUNI-JOHN L RICE FIELD,WILLMAR,MN,RNAV (GPS) RWY 31,LPV,1326, 3/4,200,3,49,N,1,Y,Y,,72632
EAG,EAGLE GROVE MUNI,EAGLE GROVE,IA,RNAV (GPS) RWY 31,LPV,1510,1 1/4,378,3,40,N,1,N,N,,72634
LUX,LAURENS COUNTY,LAURENS,SC,RNAV (GPS) RWY 08,LPV,948, 3/4,250,3,54,N,1,N,,,72635
ZZV,ZANESVILLE MUNI,ZANESVILLE,OH,RNAV (GPS) RWY 04,LPV,1150, 7/8,250,3,45,N,1,Y,Y,,72639
CDC,CEDAR CITY RGNL,CEDAR CITY,UT,RNAV (GPS) RWY 20,LPV,5820, 1/2,220,3,47,Y,1,Y,Y,,72640
JFK,JOHN F KENNEDY INTL,NEW YORK,NY,RNAV (GPS) Y RWY 13R ORIG,LPV,263,4000,250,3,55,N,1,Y,,,72642
SHX,SHAGELUK,Shageluk,AK,RNAV (GPS) RWY 34 AMDT 1,LPV,329,1,250,3,56,N,1,N,,,72643
OAK,METROPOLITAN OAKLAND INTL,OAKLAND,CA,RNAV (GPS) Y RWY 28L,LPV,209,4000,200,3,55,N,1,Y,,,72700
TPL,DRAUGHON-MILLER CENTRAL TEXAS RGNL,TEMPLE,TX,RNAV (GPS) RWY 02,LPV,875,1,200,3,45,N,1,Y,Y,,72701
WMC,WINNEMUCCA MUNI,WINNEMUCCA,NV,RNAV (GPS) RWY 32,LPV,4554, 3/4,250,3,45,N,1,N,,,72702
VER,JESSE VIERTEL MEMORIAL,BOONVILLE,MO,RNAV (GPS) RWY 18,LPV,1103,1 1/2,388,3,40,N,1,N,N,,72703
CKN,CROOKSTON MUNI KIRKWOOD FLD,CROOKSTON,MN,RNAV (GPS) RWY 13,LPV,1146,1,250,3,40,N,1,N,,,72704
FDY,FINDLAY,FINDLAY,OH,RNAV (GPS) RWY 36,LPV,1106,1,297,3,47,N,1,N,,,72705
FFC,ATLANTA RGNL FALCON FIELD,ATLANTA,GA,RNAV (GPS) RWY 31,LPV,1059, 3/4,252,3,38,Y,1,Y,,,72706
ASX,JOHN F KENNEDY MEMORIAL,ASHLAND,WI,RNAV (GPS) RWY 02,LPV,1069, 7/8,250,3,41,N,1,N,,,72707
GXY,GREELEY-WELD COUNTY,GREELEY,CO,RNAV (GPS) RWY 17,LPV,4897, 3/4,200,3,46,N,1,Y,,,72708
DKB,DE KALB TAYLOR MUNI,DEKALB,IL,RNAV (GPS) RWY 27,LPV,1162, 3/4,250,3,45,N,1,Y,,,72709
CVC,COVINGTON MUNI,ATLANTA,GA,RNAV (GPS) RWY 28,LPV,1079, 7/8,270,3,51,N,1,N,N,,72710
TVF,THIEF RIVER FALLS RGNL,THIEF RIVER FALLS,MN,RNAV (GPS) RWY 13,LPV,1365,1,250,3,40,N,1,Y,,,72711
HZY,NORTHEAST OHIO RGNL,ASHTABULA,OH,RNAV (GPS) RWY 27,LPV,1184, 7/8,259,3,45,N,1,N,,,72713
UUV,SULLIVAN RGNL,SULLIVAN,MO,RNAV (GPS) RWY 24,LPV,1178,1,250,3,52,N,1,N,N,,72714
DAW,SKYHAVEN,ROCHESTER,NH,RNAV (GPS) RWY 33,LPV,627,1,305,3,43,N,1,N,N,,72715
RIC,RICHMOND INTL,RICHMOND,VA,RNAV (GPS) Z RWY 02,LPV,457, 3/4,296,3,50,Y,1,Y,,,72716
AMW,AMES MUNI,AMES,IA,RNAV (GPS) RWY 01,LPV,1261, 3/4,305,3,50,Y,1,Y,,,72717
SOW,SHOW LOW RGNL,SHOW LOW,AZ,RNAV (GPS) RWY 25,LPV,6605, 3/4,200,3,51,N,1,N,N,,72718
VIH,ROLLA NATIONAL,ROLLA/VICHY,MO,RNAV (GPS) RWY 22,LPV,1367, 3/4,250,3,52,N,1,N,N,,72719
RIC,RICHMOND INTL,RICHMOND,VA,RNAV (GPS) Z RWY 16,LPV,367,2400,200,3,54,Y,1,Y,,,72720
OKZ,KAOLIN FIELD,SANDERSVILLE,GA,RNAV (GPS) RWY 31,LPV,763,1 1/8,325,3,38,N,1,N,N,,72721
M01,GENERAL DEWITT SPAIN,MEMPHIS,TN,RNAV (GPS) RWY 17,LPV,475,1,250,3,40,N,1,N,N,,72722
IXA,HALIFAX-NORTHAMPTON RGNL,ROANOKE RAPIDS,NC,RNAV (GPS) RWY 20,LPV,344, 1/2,200,3,51,N,1,N,N,,72725
FWB,BRANSON WEST MUNI - EMERSON FIELD,BRANSON WEST,MO,RNAV (GPS) RWY 03,LPV,1491,1,200,3,40,N,1,N,N,,72726
PYP,CENTRE-PIEDMONT-CHEROKEE COUNTY RGNL,CENTRE,AL,RNAV (GPS) RWY 25,LPV,856, 7/8,261,3,40,N,1,N,,,72727
M48,HOUSTON MEMORIAL,HOUSTON,MO,RNAV (GPS) RWY 34,LPV,1484,1 1/8,318,3,40,N,1,N,N,,72728
IKK,GREATER KANKAKEE,KANKAKEE,IL,RNAV (GPS) RWY 22,LPV,880, 7/8,250,3,37,N,1,Y,,,72730
AIZ,LEE C FINE MEMORIAL,KAISER LAKE OZARK,MO,RNAV (GPS) RWY 22,LPV,1119,1,250,3,42,N,1,N,,,72732
H88,A PAUL VANCE FREDERICKTOWN RGNL,FREDERICKTOWN,MO,RNAV (GPS) RWY 19,LPV,1166,1,286,3,42,N,1,N,,,72733
BTV,BURLINGTON INTL,BURLINGTON,VT,RNAV (GPS) RWY 15,LPV,526,2400,200,3,51,Y,1,Y,,,72736
PWA,WILEY POST,OKLAHOMA CITY,OK,RNAV (GPS) RWY 17L,LPV,1491, 1/2,200,3,54,Y,1,Y,,,72737
GTU,GEORGETOWN MUNI,GEORGETOWN,TX,RNAV (GPS) RWY 36,LPV,1015, 7/8,250,3,50,N,1,N,,,72738
AZC,COLORADO CITY MUNI,COLORADO CITY,AZ,RNAV (GPS) RWY 29,LPV,5105,1,250,3,40,N,1,N,N,,72740
DFW,DALLAS/FORT WORTH INTL,DALLAS-FORT WORTH,TX,RNAV (GPS) Y RWY 13R,LPV,791,1800,200,3,55,Y,1,Y,,,72742
COS,CITY OF COLORADO SPRINGS MUNI,COLORADO SPRINGS,CO,RNAV (GPS) Y RWY 17R,LPV,6377,4000,200,3,55,N,1,Y,,,72800
ALO,WATERLOO RGNL,WATERLOO,IA,RNAV (GPS) RWY 06,LPV,1068, 3/4,200,3,49,N,1,Y,,,72801
MKJ,MOUNTAIN EMPIRE,MARION/WYTHEVILLE,VA,RNAV (GPS) RWY 26,LPV,3096,2,577,3,51,N,1,N,N,,72802
FFL,FAIRFIELD MUNI,FAIRFIELD,IA,RNAV (GPS) RWY 36,LPV,1049,1,250,3,42,N,1,N,N,,72804
ALW,WALLA WALLA RGNL,WALLA WALLA,WA,RNAV (GPS) RWY 02,LPV,1373, 3/4,200,3,45,N,1,Y,Y,,72805
CRX,ROSCOE TURNER,CORNITH,MS,RNAV (GPS) RWY 18,LPV,614, 1/2,200,3,46,Y,1,Y,Y,,72806
EVU,NORTHWEST MISSOURI RGNL,MARYVILLE,MO,RNAV (GPS) RWY 14,LPV,1388,1,250,3,40,N,1,N,N,,72807
DAL,DALLAS LOVE FIELD,DALLAS,TX,RNAV (GPS) Y RWY 31L,LPV,770,2200,293,3.08,55,Y,1,Y,Y,,72808
LSE,LA CROSSE RGNL,LA CROSSE,WI,RNAV (GPS) RWY 18,LPV,925, 1/2,272,3,55,Y,1,Y,,,72809
FNT,BISHOP INTL,FLINT,MI,RNAV (GPS) RWY 27,LPV,1098, 3/4,328,3,56,Y,1,Y,,,72810
UTS,HUNTSVILLE MUNI,HUNTSVILLE,TX,RNAV (GPS) RWY 18,LPV,588,1,250,3,40,N,1,N,N,,72811
BMG,MONROE COUNTY,BLOOMINGTON,IN,RNAV (GPS) RWY 35,LPV,1044, 1/2,200,3,50,Y,1,Y,,,72812
DAG,BARSTOW-DAGGETT,DAGGETT,CA,RNAV (GPS) RWY 26,LPV,2222,1,304,3,55,N,1,N,N,,72813
DAG,BARSTOW-DAGGETT,DAGGETT,CA,RNAV (GPS) RWY 26,LPV,2343,1 3/8,425,3,50,N,1,N,,,72813
9V5,MODISETT,RUSHVILLE,NE,RNAV (GPS) RWY 14,LPV,4117,1 1/4,366,3,40,N,1,N,N,,72814
BXM,BRUNSWICK EXECUTIVE,BRUNSWICK,ME,RNAV (GPS) RWY 19L,LPV,331,4-Mar,257,3,53,N,1,Y,,,72815
BZN,BOZEMAN YELLOWSTONE INTL,BOZEMAN,MT,RNAV (GPS) Y RWY 12,LPV,4693, 1/2,250,3,53,Y,1,Y,Y,,72816
BTR,BATON ROUGE METROPOLITAN - RYAN FIELD,BATON ROUGE,LA,RNAV (GPS) RWY 13,LPV,267, 1/2,200,3,57,Y,1,Y,Y,,72817
