tail_number,date,aircraft,origin_code,origin,destination_code,destination,departure,arrival,duration,distance_mi,Owner,origin_Latitude,origin_Longitude,destination_Latitude,destination_Longitude,airport_origin,city_origin,origin_state,country_origin,airport_destination,city_destination,destination_state,country_destination,departure_shift,arrival_shift,duration_min,day_name,weekends
N381HC,2021-01-06,BE20,KPHX,Phoenix Sky Harbor Intl (KPHX),KSGU,St George Rgnl (KSGU),06:39AM MST,07:41AM MST,1:02,262.372005599609,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",33.43429946899414,-112.01200103759766,37.036389,-113.510306,Phoenix Sky Harbor International Airport,Phoenix,AZ,US,St George Municipal Airport,St George,UT,US,night,day,62,Wednesday,0
N381HC,2021-01-06,BE20,KPGA,Page Muni (KPGA),KPHX,Phoenix Sky Harbor Intl (KPHX),03:56AM MST,04:48AM MST,0:52,242.82157750391258,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.92610168,-111.447998,33.43429946899414,-112.01200103759766,Page Municipal Airport,Page,AZ,US,Phoenix Sky Harbor International Airport,Phoenix,AZ,US,night,night,52,Wednesday,0
N381HC,2021-01-06,BE20,KSGU,St George Rgnl (KSGU),KPGA,Page Muni (KPGA),02:27AM MST,02:57AM MST,0:29,114.34371869633068,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,36.92610168,-111.447998,St George Municipal Airport,St George,UT,US,Page Municipal Airport,Page,AZ,US,night,night,29,Wednesday,0
N381HC,2021-01-05,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),04:15PM MST,05:32PM MST,1:17,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,77,Tuesday,0
N381HC,2021-01-05,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),07:09AM MST,08:07AM MST,0:57,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,day,day,57,Tuesday,0
N381HC,2021-01-05,BE20,KWMC,Winnemucca Muni (KWMC),KSLC,Salt Lake City Intl (KSLC),03:34AM PST,05:41AM MST,1:07,305.44212043848233,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.8965988159,-117.805999756,40.78839874267578,-111.97799682617188,Winnemucca Municipal Airport,Winnemucca,NV,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,67,Tuesday,0
N381HC,2021-01-05,BE20,KSGU,St George Rgnl (KSGU),KWMC,Winnemucca Muni (KWMC),01:45AM MST,02:23AM PST,1:38,352.63587033881095,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.8965988159,-117.805999756,St George Municipal Airport,St George,UT,US,Winnemucca Municipal Airport,Winnemucca,NV,US,night,night,98,Tuesday,0
N381HC,2020-12-31,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),10:39PM MST,11:41PM MST,1:01,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,night,night,61,Thursday,0
N381HC,2020-12-31,BE20,KCDC,Cedar City Rgnl (KCDC),KSLC,Salt Lake City Intl (KSLC),08:11PM MST,09:03PM MST,0:52,221.30324543251956,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.70100021362305,-113.0989990234375,40.78839874267578,-111.97799682617188,Cedar City Regional Airport,Cedar City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,52,Thursday,0
N381HC,2020-12-31,BE20,KSGU,St George Rgnl (KSGU),KCDC,Cedar City Rgnl (KCDC),06:47PM MST,07:20PM MST,0:32,51.1193872317354,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,37.70100021362305,-113.0989990234375,St George Municipal Airport,St George,UT,US,Cedar City Regional Airport,Cedar City,UT,US,day,night,32,Thursday,0
N381HC,2020-12-31,BE20,K74V,Roosevelt Muni (74V),KSGU,St George Rgnl (KSGU),03:53PM MST,04:55PM MST,1:02,291.51422534850894,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.278301,-110.051003,37.036389,-113.510306,Roosevelt Municipal Airport,Roosevelt,UT,US,St George Municipal Airport,St George,UT,US,day,day,62,Thursday,0
N381HC,2020-12-31,BE20,KSLC,Salt Lake City Intl (KSLC),K74V,Roosevelt Muni (74V),03:06PM MST,03:36PM MST,0:29,107.37806622712841,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.278301,-110.051003,Salt Lake City International Airport,Salt Lake City,UT,US,Roosevelt Municipal Airport,Roosevelt,UT,US,day,day,29,Thursday,0
N381HC,2020-12-31,BE20,K74V,Roosevelt Muni (74V),KSLC,Salt Lake City Intl (KSLC),11:28AM MST,11:57AM MST,0:29,107.37806622712841,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.278301,-110.051003,40.78839874267578,-111.97799682617188,Roosevelt Municipal Airport,Roosevelt,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,29,Thursday,0
N381HC,2020-12-31,BE20,KSGU,St George Rgnl (KSGU),K74V,Roosevelt Muni (74V),10:03AM MST,11:08AM MST,1:04,291.51422534850894,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.278301,-110.051003,St George Municipal Airport,St George,UT,US,Roosevelt Municipal Airport,Roosevelt,UT,US,day,day,64,Thursday,0
N381HC,2020-12-30,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),09:24AM MST,10:17AM MST,0:53,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,day,day,53,Wednesday,0
N381HC,2020-12-30,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),07:22AM MST,08:37AM MST,1:15,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,75,Wednesday,0
N381HC,2020-12-29,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),02:44AM MST,03:41AM MST,0:57,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,night,night,57,Tuesday,0
N381HC,2020-12-28,BE20,KIGM,Kingman (KIGM),KSLC,Salt Lake City Intl (KSLC),11:45PM MST,01:08AM MST (+1),1:23,396.0083928700817,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",35.259498596191406,-113.93800354003906,40.78839874267578,-111.97799682617188,Kingman Airport,Kingman,AZ,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,83,Monday,0
N381HC,2020-12-28,BE20,KSGU,St George Rgnl (KSGU),KIGM,Kingman (KIGM),09:48PM MST,10:22PM MST,0:34,124.82604582301514,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,35.259498596191406,-113.93800354003906,St George Municipal Airport,St George,UT,US,Kingman Airport,Kingman,AZ,US,night,night,34,Monday,0
N381HC,2020-12-28,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),07:56PM MST,09:00PM MST,1:03,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,night,night,63,Monday,0
N381HC,2020-12-28,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),05:34PM MST,06:34PM MST,0:59,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,59,Monday,0
N381HC,2020-12-27,BE20,KPGA,Page Muni (KPGA),KSGU,St George Rgnl (KSGU),04:55PM MST,05:32PM MST,0:37,114.34371869633068,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.92610168,-111.447998,37.036389,-113.510306,Page Municipal Airport,Page,AZ,US,St George Municipal Airport,St George,UT,US,day,day,37,Sunday,1
N381HC,2020-12-27,BE20,KSGU,St George Rgnl (KSGU),KPGA,Page Muni (KPGA),03:05PM MST,03:36PM MST,0:31,114.34371869633068,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,36.92610168,-111.447998,St George Municipal Airport,St George,UT,US,Page Municipal Airport,Page,AZ,US,day,day,31,Sunday,1
N381HC,2020-12-27,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),07:57AM MST,09:01AM MST,1:03,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,day,day,63,Sunday,1
N381HC,2020-12-27,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),05:26AM MST,06:24AM MST,0:58,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,58,Sunday,1
N381HC,2020-12-22,BE20,KELY,Ely/Yelland Fld (KELY),KSGU,St George Rgnl (KSGU),08:40PM PST,10:15PM MST,0:34,172.1190699088171,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",39.29970169,-114.8420029,37.036389,-113.510306,Ely Airport Yelland Field,Ely,NV,US,St George Municipal Airport,St George,UT,US,night,night,34,Tuesday,0
N381HC,2020-12-22,BE20,KSGU,St George Rgnl (KSGU),KELY,Ely/Yelland Fld (KELY),07:42PM MST,07:34PM PST,0:51,172.1190699088171,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,39.29970169,-114.8420029,St George Municipal Airport,St George,UT,US,Ely Airport Yelland Field,Ely,NV,US,night,night,51,Tuesday,0
N381HC,2020-12-19,BE20,KPHX,Phoenix Sky Harbor Intl (KPHX),KSGU,St George Rgnl (KSGU),01:54AM MST,03:01AM MST,1:06,262.372005599609,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",33.43429946899414,-112.01200103759766,37.036389,-113.510306,Phoenix Sky Harbor International Airport,Phoenix,AZ,US,St George Municipal Airport,St George,UT,US,night,night,66,Saturday,1
N381HC,2020-12-18,BE20,KPGA,Page Muni (KPGA),KPHX,Phoenix Sky Harbor Intl (KPHX),10:52PM MST,11:44PM MST,0:51,242.82157750391258,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.92610168,-111.447998,33.43429946899414,-112.01200103759766,Page Municipal Airport,Page,AZ,US,Phoenix Sky Harbor International Airport,Phoenix,AZ,US,night,night,51,Friday,0
N381HC,2020-12-18,BE20,KSGU,St George Rgnl (KSGU),KPGA,Page Muni (KPGA),08:43PM MST,09:13PM MST,0:29,114.34371869633068,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,36.92610168,-111.447998,St George Municipal Airport,St George,UT,US,Page Municipal Airport,Page,AZ,US,night,night,29,Friday,0
N381HC,2020-12-18,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),07:10PM MST,08:09PM MST,0:58,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,night,night,58,Friday,0
N381HC,2020-12-18,BE20,KVEL,Vernal Rgnl (KVEL),KSLC,Salt Lake City Intl (KSLC),03:25PM MST,04:03PM MST,0:38,131.96502823460784,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.4408989,-109.5100021,40.78839874267578,-111.97799682617188,Vernal Regional Airport,Vernal,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,38,Friday,0
N381HC,2020-12-18,BE20,KSLC,Salt Lake City Intl (KSLC),KVEL,Vernal Rgnl (KVEL),12:38PM MST,01:27PM MST,0:48,131.96502823460784,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.4408989,-109.5100021,Salt Lake City International Airport,Salt Lake City,UT,US,Vernal Regional Airport,Vernal,UT,US,day,day,48,Friday,0
N381HC,2020-12-18,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),11:05AM MST,12:13PM MST,1:08,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,68,Friday,0
N381HC,2020-12-18,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),04:50AM MST,05:42AM MST,0:52,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,night,night,52,Friday,0
N381HC,2020-12-18,BE20,K74V,Roosevelt Muni (74V),KSLC,Salt Lake City Intl (KSLC),03:22AM MST,04:18AM MST,0:56,107.37806622712841,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.278301,-110.051003,40.78839874267578,-111.97799682617188,Roosevelt Municipal Airport,Roosevelt,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,56,Friday,0
N381HC,2020-12-18,BE20,KSLC,Salt Lake City Intl (KSLC),K74V,Roosevelt Muni (74V),02:48AM MST,03:16AM MST,0:27,107.37806622712841,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.278301,-110.051003,Salt Lake City International Airport,Salt Lake City,UT,US,Roosevelt Municipal Airport,Roosevelt,UT,US,night,night,27,Friday,0
N381HC,2020-12-18,BE20,KEVW,Evanston-Uinta Co  (KEVW),KSLC,Salt Lake City Intl (KSLC),01:41AM MST,02:06AM MST,0:24,59.620227898121044,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.27479935,-111.0350037,40.78839874267578,-111.97799682617188,Evanston-Uinta County Airport-Burns Field,Evanston,WY,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,24,Friday,0
N381HC,2020-12-17,BE20,KSGU,St George Rgnl (KSGU),KEVW,Evanston-Uinta Co  (KEVW),11:01PM MST,12:21AM MST (+1),1:20,321.14844298527544,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,41.27479935,-111.0350037,St George Municipal Airport,St George,UT,US,Evanston-Uinta County Airport-Burns Field,Evanston,WY,US,night,night,80,Thursday,0
N381HC,2020-12-16,BE20,KPVU,Provo Muni (KPVU),KSGU,St George Rgnl (KSGU),01:25AM MST,02:14AM MST,0:48,239.88294809496486,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.219200134277,-111.72299957275,37.036389,-113.510306,Provo Municipal Airport,Provo,UT,US,St George Municipal Airport,St George,UT,US,night,night,48,Wednesday,0
N381HC,2020-12-15,BE20,KU69,Duchesne Muni (U69),KPVU,Provo Muni (KPVU),11:27PM MST,11:55PM MST,0:28,71.01872923678727,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.19189834594727,-110.38099670410156,40.219200134277,-111.72299957275,Duchesne Municipal Airport,Duchesne,UT,US,Provo Municipal Airport,Provo,UT,US,night,night,28,Tuesday,0
N381HC,2020-12-15,BE20,KVEL,Vernal Rgnl (KVEL),KPVU,Provo Muni (KPVU),10:18PM MST,10:55PM MST,0:37,117.85086130588293,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.4408989,-109.5100021,40.219200134277,-111.72299957275,Vernal Regional Airport,Vernal,UT,US,Provo Municipal Airport,Provo,UT,US,night,night,37,Tuesday,0
N381HC,2020-12-15,BE20,KSGU,St George Rgnl (KSGU),KVEL,Vernal Rgnl (KVEL),07:16PM MST,08:27PM MST,1:10,319.0723784960516,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.4408989,-109.5100021,St George Municipal Airport,St George,UT,US,Vernal Regional Airport,Vernal,UT,US,night,night,70,Tuesday,0
N381HC,2020-12-15,BE20,KPGA,Page Muni (KPGA),KSGU,St George Rgnl (KSGU),01:06PM MST,01:36PM MST,0:29,114.34371869633068,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.92610168,-111.447998,37.036389,-113.510306,Page Municipal Airport,Page,AZ,US,St George Municipal Airport,St George,UT,US,day,day,29,Tuesday,0
N381HC,2020-12-15,BE20,KSGU,St George Rgnl (KSGU),KPGA,Page Muni (KPGA),11:10AM MST,11:38AM MST,0:27,114.34371869633068,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,36.92610168,-111.447998,St George Municipal Airport,St George,UT,US,Page Municipal Airport,Page,AZ,US,day,day,27,Tuesday,0
N381HC,2020-12-14,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),05:26PM MST,06:21PM MST,0:54,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,day,day,54,Monday,0
N381HC,2020-12-14,BE20,K74V,Roosevelt Muni (74V),KSLC,Salt Lake City Intl (KSLC),02:19PM MST,02:48PM MST,0:28,107.37806622712841,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.278301,-110.051003,40.78839874267578,-111.97799682617188,Roosevelt Municipal Airport,Roosevelt,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,28,Monday,0
N381HC,2020-12-14,BE20,KSGU,St George Rgnl (KSGU),K74V,Roosevelt Muni (74V),11:11AM MST,12:30PM MST,1:19,291.51422534850894,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.278301,-110.051003,St George Municipal Airport,St George,UT,US,Roosevelt Municipal Airport,Roosevelt,UT,US,day,day,79,Monday,0
N381HC,2020-12-13,BE20,KPGA,Page Muni (KPGA),KSGU,St George Rgnl (KSGU),10:49PM MST,11:22PM MST,0:32,114.34371869633068,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.92610168,-111.447998,37.036389,-113.510306,Page Municipal Airport,Page,AZ,US,St George Municipal Airport,St George,UT,US,night,night,32,Sunday,1
N381HC,2020-12-13,BE20,KSGU,St George Rgnl (KSGU),KPGA,Page Muni (KPGA),09:08PM MST,09:35PM MST,0:26,114.34371869633068,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,36.92610168,-111.447998,St George Municipal Airport,St George,UT,US,Page Municipal Airport,Page,AZ,US,night,night,26,Sunday,1
N381HC,2020-12-10,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),05:05AM MST,06:07AM MST,1:02,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,night,night,62,Thursday,0
N381HC,2020-12-10,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),02:14AM MST,03:15AM MST,1:01,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,61,Thursday,0
N381HC,2020-12-08,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),01:32AM MST,02:33AM MST,1:01,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,night,night,61,Tuesday,0
N381HC,2020-12-07,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),11:06PM MST,12:04AM MST (+1),0:58,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,58,Monday,0
N381HC,2020-12-05,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),05:33PM MST,06:36PM MST,1:03,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,day,day,63,Saturday,1
N381HC,2020-12-05,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),02:51PM MST,03:53PM MST,1:02,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,62,Saturday,1
N381HC,2020-12-04,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),03:09AM MST,04:09AM MST,0:59,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,night,night,59,Friday,0
N381HC,2020-12-04,BE20,KLAS,McCarran Intl (KLAS),KSLC,Salt Lake City Intl (KSLC),12:15AM PST,02:40AM MST,1:25,367.5158611103906,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.08010101,-115.1520004,40.78839874267578,-111.97799682617188,McCarran International Airport,Las Vegas,NV,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,85,Friday,0
N381HC,2020-12-03,BE20,KSLC,Salt Lake City Intl (KSLC),KLAS,McCarran Intl (KLAS),09:51PM MST,10:07PM PST,1:16,367.5158611103906,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,36.08010101,-115.1520004,Salt Lake City International Airport,Salt Lake City,UT,US,McCarran International Airport,Las Vegas,NV,US,night,night,76,Thursday,0
N381HC,2020-12-03,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),08:23PM MST,09:29PM MST,1:05,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,65,Thursday,0
N381HC,2020-12-02,BE20,KPVU,Provo Muni (KPVU),KSGU,St George Rgnl (KSGU),11:45PM MST,12:34AM MST (+1),0:49,239.88294809496486,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.219200134277,-111.72299957275,37.036389,-113.510306,Provo Municipal Airport,Provo,UT,US,St George Municipal Airport,St George,UT,US,night,night,49,Wednesday,0
N381HC,2020-12-02,BE20,KCDC,Cedar City Rgnl (KCDC),KPVU,Provo Muni (KPVU),09:13PM MST,10:01PM MST,0:48,188.84915787923023,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.70100021362305,-113.0989990234375,40.219200134277,-111.72299957275,Cedar City Regional Airport,Cedar City,UT,US,Provo Municipal Airport,Provo,UT,US,night,night,48,Wednesday,0
N381HC,2020-12-02,BE20,KSGU,St George Rgnl (KSGU),UT80,Hamilton Fort Ranch (UT80),05:42PM MST,05:54PM MST,0:12,45.57060964516585,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,37.63470077514648,-113.15899658203124,St George Municipal Airport,St George,UT,US,Hamilton Fort Ranch Airport,Cedar City,UT,US,day,day,12,Wednesday,0
N381HC,2020-12-02,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),03:18PM MST,04:14PM MST,0:55,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,day,day,55,Wednesday,0
N381HC,2020-12-02,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),12:03PM MST,01:17PM MST,1:13,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,73,Wednesday,0
N381HC,2020-11-30,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),05:47PM MST,06:50PM MST,1:02,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,day,day,62,Monday,0
N381HC,2020-11-30,BE20,KKNB,Kanab Muni (KKNB),KSLC,Salt Lake City Intl (KSLC),02:45PM MST,03:41PM MST,0:56,262.2583148047357,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.01110076904297,-112.53099822998048,40.78839874267578,-111.97799682617188,Kanab Municipal Airport,Kanab,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,56,Monday,0
