tail_number,date,aircraft,origin_code,origin,destination_code,destination,departure,arrival,duration,distance_mi,Owner,origin_Latitude,origin_Longitude,destination_Latitude,destination_Longitude,airport_origin,city_origin,origin_state,country_origin,airport_destination,city_destination,destination_state,country_destination,departure_shift,arrival_shift,duration_min,day_name,weekends
N481HC,2021-01-22,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),04:58PM MST,05:59PM MST,1:00,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,60,Friday,0
N481HC,2021-01-22,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),01:26PM MST,02:41PM MST,1:15,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,day,day,75,Friday,0
N481HC,2021-01-22,BE20,KPIH,Pocatello Rgnl (KPIH),KSLC,Salt Lake City Intl (KSLC),12:41AM MST,01:25AM MST,0:44,149.84213180819745,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",42.9098014831543,-112.59600067138672,40.78839874267578,-111.97799682617188,Pocatello Regional Airport,Pocatello,ID,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,44,Friday,0
N481HC,2021-01-21,BE20,KSLC,Salt Lake City Intl (KSLC),KPIH,Pocatello Rgnl (KPIH),09:41PM MST,10:25PM MST,0:43,149.84213180819745,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,42.9098014831543,-112.59600067138672,Salt Lake City International Airport,Salt Lake City,UT,US,Pocatello Regional Airport,Pocatello,ID,US,night,night,43,Thursday,0
N481HC,2021-01-18,BE20,KTWF,Magic Valley Rgnl (KTWF),KSLC,Salt Lake City Intl (KSLC),12:06AM MST,12:42AM MST,0:36,174.75828528534032,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",42.4818,-114.487999,40.78839874267578,-111.97799682617188,Joslin Field Magic Valley Regional Airport,Twin Falls,ID,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,36,Monday,0
N481HC,2021-01-17,BE20,KSLC,Salt Lake City Intl (KSLC),KTWF,Magic Valley Rgnl (KTWF),09:27PM MST,10:12PM MST,0:45,174.75828528534032,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,42.4818,-114.487999,Salt Lake City International Airport,Salt Lake City,UT,US,Joslin Field Magic Valley Regional Airport,Twin Falls,ID,US,night,night,45,Sunday,1
N481HC,2021-01-17,BE20,K74V,Roosevelt Muni (74V),KSLC,Salt Lake City Intl (KSLC),08:22PM MST,08:52PM MST,0:30,107.37806622712841,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.278301,-110.051003,40.78839874267578,-111.97799682617188,Roosevelt Municipal Airport,Roosevelt,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,30,Sunday,1
N481HC,2021-01-17,BE20,KSLC,Salt Lake City Intl (KSLC),K74V,Roosevelt Muni (74V),06:25PM MST,06:54PM MST,0:28,107.37806622712841,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.278301,-110.051003,Salt Lake City International Airport,Salt Lake City,UT,US,Roosevelt Municipal Airport,Roosevelt,UT,US,day,day,28,Sunday,1
N481HC,2021-01-17,BE20,KTWF,Magic Valley Rgnl (KTWF),KSLC,Salt Lake City Intl (KSLC),02:52PM MST,03:33PM MST,0:41,174.75828528534032,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",42.4818,-114.487999,40.78839874267578,-111.97799682617188,Joslin Field Magic Valley Regional Airport,Twin Falls,ID,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,41,Sunday,1
N481HC,2021-01-17,BE20,KSLC,Salt Lake City Intl (KSLC),KTWF,Magic Valley Rgnl (KTWF),10:25AM MST,11:13AM MST,0:48,174.75828528534032,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,42.4818,-114.487999,Salt Lake City International Airport,Salt Lake City,UT,US,Joslin Field Magic Valley Regional Airport,Twin Falls,ID,US,day,day,48,Sunday,1
N481HC,2021-01-15,BE20,KEKO,Elko Rgnl (KEKO),KSLC,Salt Lake City Intl (KSLC),12:50AM PST,02:34AM MST,0:43,199.97456899800557,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.82490158081055,-115.79199981689452,40.78839874267578,-111.97799682617188,Elko Regional Airport,Elko,NV,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,43,Friday,0
N481HC,2021-01-14,BE20,KSLC,Salt Lake City Intl (KSLC),KEKO,Elko Rgnl (KEKO),10:39PM MST,10:28PM PST,0:48,199.97456899800557,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.82490158081055,-115.79199981689452,Salt Lake City International Airport,Salt Lake City,UT,US,Elko Regional Airport,Elko,NV,US,night,night,48,Thursday,0
N481HC,2021-01-14,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),06:46PM MST,07:56PM MST,1:09,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,night,69,Thursday,0
N481HC,2021-01-14,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),03:57PM MST,04:51PM MST,0:54,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,day,day,54,Thursday,0
N481HC,2021-01-13,BE20,K1U7,Bear Lake County (1U7),KSLC,Salt Lake City Intl (KSLC),09:59AM MST,10:28AM MST,0:29,106.0053082344524,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",42.24720001220703,-111.33799743652344,40.78839874267578,-111.97799682617188,Bear Lake County Airport,Paris,ID,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,29,Wednesday,0
N481HC,2021-01-13,BE20,KSLC,Salt Lake City Intl (KSLC),K1U7,Bear Lake County (1U7),07:43AM MST,08:17AM MST,0:34,106.0053082344524,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,42.24720001220703,-111.33799743652344,Salt Lake City International Airport,Salt Lake City,UT,US,Bear Lake County Airport,Paris,ID,US,day,day,34,Wednesday,0
N481HC,2021-01-13,BE20,KGJT,Grand Junction Rgnl (KGJT),KSLC,Salt Lake City Intl (KSLC),04:29AM MST,05:34AM MST,1:04,216.27470874021702,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",39.1223983765,-108.527000427,40.78839874267578,-111.97799682617188,Grand Junction Regional Airport,Grand Junction,CO,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,64,Wednesday,0
N481HC,2021-01-12,BE20,KSLC,Salt Lake City Intl (KSLC),KGJT,Grand Junction Rgnl (KGJT),10:04PM MST,10:53PM MST,0:48,216.27470874021702,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,39.1223983765,-108.527000427,Salt Lake City International Airport,Salt Lake City,UT,US,Grand Junction Regional Airport,Grand Junction,CO,US,night,night,48,Tuesday,0
N481HC,2021-01-11,BE20,KU55,Panguitch Muni (U55),KSLC,Salt Lake City Intl (KSLC),11:25PM MST,12:09AM MST (+1),0:44,204.24600511501683,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.84519958,-112.3919983,40.78839874267578,-111.97799682617188,Panguitch Municipal Airport,Panguitch,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,44,Monday,0
N481HC,2021-01-11,BE20,KSLC,Salt Lake City Intl (KSLC),KU55,Panguitch Muni (U55),09:40PM MST,10:28PM MST,0:47,204.24600511501683,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.84519958,-112.3919983,Salt Lake City International Airport,Salt Lake City,UT,US,Panguitch Municipal Airport,Panguitch,UT,US,night,night,47,Monday,0
N481HC,2021-01-11,BE20,K36U,"Heber, UT",KSLC,Salt Lake City Intl (KSLC),01:40PM MST,02:00PM MST,0:19,73.1453538614756,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.4315,-110.66822,40.78839874267578,-111.97799682617188,Heber Valley Airport,Heber,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,19,Monday,0
N481HC,2021-01-11,BE20,KSLC,Salt Lake City Intl (KSLC),KPUC,"Price, UT",12:46PM MST,01:04PM MST,0:17,79.23906533280716,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.39664000000001,-110.56189,Salt Lake City International Airport,Salt Lake City,UT,US,Carbon County Regional/Buck Davis Field,Price,UT,US,day,day,17,Monday,0
N481HC,2021-01-11,BE20,K36U,"Heber, UT",KSLC,Salt Lake City Intl (KSLC),10:16AM MST,10:34AM MST,0:17,69.68377538758489,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.46104,-110.72412,40.78839874267578,-111.97799682617188,Heber Valley Airport,Heber,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,17,Monday,0
N481HC,2021-01-11,BE20,KSLC,Salt Lake City Intl (KSLC),KPUC,"Price, UT",09:20AM MST,09:37AM MST,0:16,76.49279737065086,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.41353,-110.60923,Salt Lake City International Airport,Salt Lake City,UT,US,Carbon County Regional/Buck Davis Field,Price,UT,US,day,day,16,Monday,0
N481HC,2021-01-11,BE20,KPHX,Phoenix Sky Harbor Intl (KPHX),KSLC,Salt Lake City Intl (KSLC),03:00AM MST,04:55AM MST,1:54,507.141220714621,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",33.43429946899414,-112.01200103759766,40.78839874267578,-111.97799682617188,Phoenix Sky Harbor International Airport,Phoenix,AZ,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,114,Monday,0
N481HC,2021-01-11,BE20,KIGM,Kingman (KIGM),KPHX,Phoenix Sky Harbor Intl (KPHX),12:27AM MST,01:07AM MST,0:39,167.17978970408168,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",35.259498596191406,-113.93800354003906,33.43429946899414,-112.01200103759766,Kingman Airport,Kingman,AZ,US,Phoenix Sky Harbor International Airport,Phoenix,AZ,US,night,night,39,Monday,0
N481HC,2021-01-10,BE20,KSLC,Salt Lake City Intl (KSLC),KIGM,Kingman (KIGM),08:26PM MST,09:51PM MST,1:25,396.0083928700817,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,35.259498596191406,-113.93800354003906,Salt Lake City International Airport,Salt Lake City,UT,US,Kingman Airport,Kingman,AZ,US,night,night,85,Sunday,1
N481HC,2021-01-06,BE20,KJAC,Jackson Hole (KJAC),KSLC,Salt Lake City Intl (KSLC),08:52PM MST,09:54PM MST,1:01,204.69706601969528,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",43.6072998046875,-110.73799896240234,40.78839874267578,-111.97799682617188,Jackson Hole Airport,Jackson,WY,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,61,Wednesday,0
N481HC,2021-01-06,BE20,KSLC,Salt Lake City Intl (KSLC),KJAC,Jackson Hole (KJAC),05:39PM MST,06:34PM MST,0:55,204.69706601969528,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,43.6072998046875,-110.73799896240234,Salt Lake City International Airport,Salt Lake City,UT,US,Jackson Hole Airport,Jackson,WY,US,day,day,55,Wednesday,0
N481HC,2021-01-06,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),08:17AM MST,09:21AM MST,1:04,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,64,Wednesday,0
N481HC,2021-01-06,BE20,KCDC,"Cedar City, UT",KSGU,St George Rgnl (KSGU),06:13AM MST,06:26AM MST,0:12,41.05399121422075,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.5718,-113.1845,37.036389,-113.510306,Cedar City Regional Airport,Cedar City,UT,US,St George Municipal Airport,St George,UT,US,night,night,12,Wednesday,0
N481HC,2021-01-06,BE20,KSLC,Salt Lake City Intl (KSLC),KCDC,Cedar City Rgnl (KCDC),05:06AM MST,05:53AM MST,0:46,221.30324543251956,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.70100021362305,-113.0989990234375,Salt Lake City International Airport,Salt Lake City,UT,US,Cedar City Regional Airport,Cedar City,UT,US,night,night,46,Wednesday,0
N481HC,2021-01-05,BE20,KHLN,Helena Rgnl (KHLN),KSLC,Salt Lake City Intl (KSLC),07:45PM MST,09:03PM MST,1:17,401.69267688912566,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",46.6068000793457,-111.98300170898438,40.78839874267578,-111.97799682617188,Helena Regional Airport,Helena,MT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,77,Tuesday,0
N481HC,2021-01-05,BE20,KSLC,Salt Lake City Intl (KSLC),KHLN,Helena Rgnl (KHLN),04:33PM MST,06:19PM MST,1:46,401.69267688912566,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,46.6068000793457,-111.98300170898438,Salt Lake City International Airport,Salt Lake City,UT,US,Helena Regional Airport,Helena,MT,US,day,day,106,Tuesday,0
N481HC,2021-01-05,BE20,MXC,Monticello (U64),KSLC,Salt Lake City Intl (KSLC),02:04PM MST,03:07PM MST,1:03,242.37016714824387,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.93243,-109.341225,40.78839874267578,-111.97799682617188,Monticello Airport,Monticello,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,63,Tuesday,0
N481HC,2021-01-05,BE20,KSLC,Salt Lake City Intl (KSLC),MXC,Monticello (U64),11:59AM MST,12:57PM MST,0:57,242.37016714824387,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.93243,-109.341225,Salt Lake City International Airport,Salt Lake City,UT,US,Monticello Airport,Monticello,UT,US,day,day,57,Tuesday,0
N481HC,2021-01-05,BE20,KEKO,Elko Rgnl (KEKO),KSLC,Salt Lake City Intl (KSLC),02:13AM PST,03:58AM MST,0:44,199.97456899800557,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.82490158081055,-115.79199981689452,40.78839874267578,-111.97799682617188,Elko Regional Airport,Elko,NV,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,44,Tuesday,0
N481HC,2021-01-04,BE20,KSLC,Salt Lake City Intl (KSLC),KEKO,Elko Rgnl (KEKO),11:16PM MST,11:06PM PST,0:50,199.97456899800557,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.82490158081055,-115.79199981689452,Salt Lake City International Airport,Salt Lake City,UT,US,Elko Regional Airport,Elko,NV,US,night,night,50,Monday,0
N481HC,2021-01-04,BE20,KENV,Wendover (KENV),KSLC,Salt Lake City Intl (KSLC),10:07PM MST,10:33PM MST,0:26,107.83283998987396,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.7187004089,-114.03099823,40.78839874267578,-111.97799682617188,Wendover Airport,Wendover,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,26,Monday,0
N481HC,2021-01-04,BE20,KSLC,Salt Lake City Intl (KSLC),KENV,Wendover (KENV),06:33PM MST,09:13PM MST,2:39,107.83283998987396,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.7187004089,-114.03099823,Salt Lake City International Airport,Salt Lake City,UT,US,Wendover Airport,Wendover,UT,US,day,night,159,Monday,0
N481HC,2021-01-03,BE20,K74V,Roosevelt Muni (74V),KSLC,Salt Lake City Intl (KSLC),12:22PM MST,12:58PM MST,0:36,107.37806622712841,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.278301,-110.051003,40.78839874267578,-111.97799682617188,Roosevelt Municipal Airport,Roosevelt,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,36,Sunday,1
N481HC,2021-01-03,BE20,KSLC,Salt Lake City Intl (KSLC),K74V,Roosevelt Muni (74V),10:14AM MST,10:58AM MST,0:43,107.37806622712841,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.278301,-110.051003,Salt Lake City International Airport,Salt Lake City,UT,US,Roosevelt Municipal Airport,Roosevelt,UT,US,day,day,43,Sunday,1
N481HC,2021-01-02,BE20,KPVU,Provo Muni (KPVU),KSLC,Salt Lake City Intl (KSLC),02:23PM MST,02:37PM MST,0:14,41.50741058975575,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.219200134277,-111.72299957275,40.78839874267578,-111.97799682617188,Provo Municipal Airport,Provo,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,14,Saturday,1
N481HC,2021-01-02,BE20,KBCE,"Bryce Canyon, UT",KPVU,Provo Muni (KPVU),12:21PM MST,12:58PM MST,0:37,160.30843660392745,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.94957,-112.36369,40.219200134277,-111.72299957275,Bryce Canyon Airport,Bryce Canyon,UT,US,Provo Municipal Airport,Provo,UT,US,day,day,37,Saturday,1
N481HC,2021-01-02,BE20,KSLC,Salt Lake City Intl (KSLC),KU55,Panguitch Muni (U55),10:23AM MST,11:12AM MST,0:48,204.24600511501683,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.84519958,-112.3919983,Salt Lake City International Airport,Salt Lake City,UT,US,Panguitch Municipal Airport,Panguitch,UT,US,day,day,48,Saturday,1
N481HC,2021-01-01,BE20,KEVW,Evanston-Uinta Co  (KEVW),KSLC,Salt Lake City Intl (KSLC),11:46AM MST,12:08PM MST,0:21,59.620227898121044,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.27479935,-111.0350037,40.78839874267578,-111.97799682617188,Evanston-Uinta County Airport-Burns Field,Evanston,WY,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,21,Friday,0
N481HC,2021-01-01,BE20,KSLC,Salt Lake City Intl (KSLC),KEVW,Evanston-Uinta Co  (KEVW),10:12AM MST,10:33AM MST,0:20,59.620227898121044,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,41.27479935,-111.0350037,Salt Lake City International Airport,Salt Lake City,UT,US,Evanston-Uinta County Airport-Burns Field,Evanston,WY,US,day,day,20,Friday,0
N481HC,2020-12-31,BE20,KPVU,Provo Muni (KPVU),KSLC,Salt Lake City Intl (KSLC),08:52PM MST,09:05PM MST,0:12,41.50741058975575,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.219200134277,-111.72299957275,40.78839874267578,-111.97799682617188,Provo Municipal Airport,Provo,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,12,Thursday,0
N481HC,2020-12-31,BE20,KVEL,Vernal Rgnl (KVEL),KPVU,Provo Muni (KPVU),07:17PM MST,07:56PM MST,0:38,117.85086130588293,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.4408989,-109.5100021,40.219200134277,-111.72299957275,Vernal Regional Airport,Vernal,UT,US,Provo Municipal Airport,Provo,UT,US,night,night,38,Thursday,0
N481HC,2020-12-31,BE20,KSLC,Salt Lake City Intl (KSLC),KVEL,Vernal Rgnl (KVEL),05:34PM MST,06:13PM MST,0:38,131.96502823460784,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.4408989,-109.5100021,Salt Lake City International Airport,Salt Lake City,UT,US,Vernal Regional Airport,Vernal,UT,US,day,day,38,Thursday,0
N481HC,2020-12-31,BE20,KCDC,Cedar City Rgnl (KCDC),KSLC,Salt Lake City Intl (KSLC),01:52PM MST,02:44PM MST,0:52,221.30324543251956,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.70100021362305,-113.0989990234375,40.78839874267578,-111.97799682617188,Cedar City Regional Airport,Cedar City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,52,Thursday,0
N481HC,2020-12-31,BE20,KSLC,Salt Lake City Intl (KSLC),KCDC,Cedar City Rgnl (KCDC),11:44AM MST,12:38PM MST,0:53,221.30324543251956,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.70100021362305,-113.0989990234375,Salt Lake City International Airport,Salt Lake City,UT,US,Cedar City Regional Airport,Cedar City,UT,US,day,day,53,Thursday,0
N481HC,2020-12-31,BE20,KIDA,Idaho Falls Rgnl (KIDA),KSLC,Salt Lake City Intl (KSLC),09:56AM MST,10:50AM MST,0:54,188.22177634653892,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",43.514599,-112.070999,40.78839874267578,-111.97799682617188,Idaho Falls Regional Airport,Idaho Falls,ID,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,54,Thursday,0
N481HC,2020-12-31,BE20,KSLC,Salt Lake City Intl (KSLC),KIDA,Idaho Falls Rgnl (KIDA),07:27AM MST,08:12AM MST,0:44,188.22177634653892,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,43.514599,-112.070999,Salt Lake City International Airport,Salt Lake City,UT,US,Idaho Falls Regional Airport,Idaho Falls,ID,US,day,day,44,Thursday,0
N481HC,2020-12-30,BE20,KCDC,Cedar City Rgnl (KCDC),KSLC,Salt Lake City Intl (KSLC),10:21PM MST,11:15PM MST,0:53,221.30324543251956,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.70100021362305,-113.0989990234375,40.78839874267578,-111.97799682617188,Cedar City Regional Airport,Cedar City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,53,Wednesday,0
N481HC,2020-12-30,BE20,KSLC,Salt Lake City Intl (KSLC),KCDC,Cedar City Rgnl (KCDC),08:31PM MST,09:18PM MST,0:46,221.30324543251956,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.70100021362305,-113.0989990234375,Salt Lake City International Airport,Salt Lake City,UT,US,Cedar City Regional Airport,Cedar City,UT,US,night,night,46,Wednesday,0
N481HC,2020-12-30,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),04:13PM MST,05:17PM MST,1:04,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,64,Wednesday,0
N481HC,2020-12-30,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),02:48PM MST,03:43PM MST,0:55,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,day,day,55,Wednesday,0
N481HC,2020-12-30,BE20,KJAC,Jackson Hole (KJAC),KSLC,Salt Lake City Intl (KSLC),04:29AM MST,05:19AM MST,0:49,204.69706601969528,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",43.6072998046875,-110.73799896240234,40.78839874267578,-111.97799682617188,Jackson Hole Airport,Jackson,WY,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,49,Wednesday,0
N481HC,2020-12-30,BE20,KSLC,Salt Lake City Intl (KSLC),KJAC,Jackson Hole (KJAC),01:36AM MST,02:27AM MST,0:51,204.69706601969528,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,43.6072998046875,-110.73799896240234,Salt Lake City International Airport,Salt Lake City,UT,US,Jackson Hole Airport,Jackson,WY,US,night,night,51,Wednesday,0
N481HC,2020-12-29,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),10:34PM MST,11:44PM MST,1:10,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,70,Tuesday,0
N481HC,2020-12-29,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),07:22PM MST,08:18PM MST,0:55,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,night,night,55,Tuesday,0
N481HC,2020-12-29,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),01:49PM MST,02:59PM MST,1:09,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,69,Tuesday,0
N481HC,2020-12-29,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),09:35AM MST,10:30AM MST,0:55,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,day,day,55,Tuesday,0
N481HC,2020-12-29,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),03:11AM MST,04:17AM MST,1:06,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,66,Tuesday,0
